name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroidota	976	P	14542246	430781	14973027	0.54628
Chlorobiota	1090	P	10511	49	10560	0.00039
Rhodothermota	1853220	P	5951	61	6012	0.00022
Ignavibacteriota	1134404	P	2673	22	2695	0.00010
Balneolota	1936987	P	2378	324	2702	0.00010
Gemmatimonadota	142182	P	6221	122	6343	0.00023
Fibrobacterota	65842	P	1143	268	1411	0.00005
Fidelibacterota	62680	P	627	2	629	0.00002
Candidatus Cloacimonadota	456828	P	415	0	415	0.00002
Pseudomonadota	1224	P	3074467	221722	3296189	0.12026
Thermodesulfobacteriota	200940	P	307373	15321	322694	0.01177
Verrucomicrobiota	74201	P	199983	5733	205716	0.00751
Planctomycetota	203682	P	89339	568	89907	0.00328
Chlamydiota	204428	P	4986	95	5081	0.00019
Kiritimatiellota	134625	P	2526	1209	3735	0.00014
Candidatus Omnitrophota	67812	P	541	0	541	0.00002
Lentisphaerota	256845	P	445	0	445	0.00002
Campylobacterota	29547	P	71595	2945	74540	0.00272
Myxococcota	2818505	P	63398	537	63935	0.00233
Spirochaetota	203691	P	61104	1602	62706	0.00229
Acidobacteriota	57723	P	33587	61	33648	0.00123
Bdellovibrionota	3018035	P	12093	30	12123	0.00044
Nitrospirota	40117	P	5667	3	5670	0.00021
Deferribacterota	200930	P	3805	35	3840	0.00014
Aquificota	200783	P	3211	34	3245	0.00012
Elusimicrobiota	74152	P	3193	2	3195	0.00012
Calditrichota	1930617	P	1739	2	1741	0.00006
Atribacterota	67818	P	1491	1	1492	0.00005
Thermomicrobiota	3027942	P	1090	0	1090	0.00004
Chrysiogenota	200938	P	1074	314	1388	0.00005
Nitrospinota	1293497	P	1002	3	1005	0.00004
Thermodesulfobiota	3002442	P	639	1	640	0.00002
Dictyoglomota	68297	P	620	0	620	0.00002
Thermosulfidibacterota	3123113	P	393	2	395	0.00001
Caldisericota	67814	P	178	0	178	0.00001
Coprothermobacterota	2138240	P	131	22	153	0.00001
Bacillota	1239	P	5251428	544356	5795784	0.21145
Actinomycetota	201174	P	1309527	31212	1340739	0.04892
Cyanobacteriota	1117	P	95879	211	96090	0.00351
Mycoplasmatota	544448	P	53757	1110	54867	0.00200
Chloroflexota	200795	P	15613	72	15685	0.00057
Armatimonadota	67819	P	3178	0	3178	0.00012
Vulcanimicrobiota	1154676	P	373	2	375	0.00001
Deinococcota	1297	P	26637	220	26857	0.00098
Synergistota	508458	P	16320	433	16753	0.00061
Thermotogota	200918	P	10920	935	11855	0.00043
Fusobacteriota	32066	P	35117	1821	36938	0.00135
Candidatus Saccharimonadota	95818	P	1679	20	1699	0.00006
Candidatus Fervidibacterota	1383058	P	532	230	762	0.00003
Minisyncoccota	1752724	P	179	260	439	0.00002
Candidatus Bipolaricaulota	67810	P	180	0	180	0.00001
Candidatus Absconditibacteriota	221235	P	90	2858	2948	0.00011
Chordata	7711	P	411718	62928	474646	0.01732
Ascomycota	4890	P	81524	10194	91718	0.00335
Basidiomycota	5204	P	43306	4311	47617	0.00174
Mucoromycota	1913637	P	19189	2586	21775	0.00079
Microsporidia	6029	P	1382	24	1406	0.00005
Apicomplexa	5794	P	26030	690	26720	0.00097
Ciliophora	5878	P	135	0	135	0.00000
Oomycota	4762	P	2444	133	2577	0.00009
Bacillariophyta	2836	P	1690	30	1720	0.00006
Cercozoa	136419	P	90	0	90	0.00000
Euglenozoa	33682	P	7050	14	7064	0.00026
Heterolobosea	5752	P	95	0	95	0.00000
Parabasalia	5719	P	4746	8	4754	0.00017
Fornicata	207245	P	1707	0	1707	0.00006
Evosea	2605435	P	2379	468	2847	0.00010
Methanobacteriota	28890	P	67636	488	68124	0.00249
Thermoplasmatota	2283796	P	2208	0	2208	0.00008
Thermoproteota	28889	P	6007	36	6043	0.00022
Nitrososphaerota	651137	P	3591	18	3609	0.00013
Promethearchaeota	3366641	P	864	5	869	0.00003
Nanobdellota	192989	P	146	2	148	0.00001
Microcaldota	1801631	P	102	0	102	0.00000
Candidatus Nanohalarchaeota	1462430	P	63	3	66	0.00000
Uroviricota	2731618	P	29429	2390	31819	0.00116
Peploviricota	2731361	P	408	0	408	0.00001
Nucleocytoviricota	2732007	P	3227	0	3227	0.00012
Preplasmiviricota	2732008	P	398	0	398	0.00001
Produgelaviricota	3412607	P	17	0	17	0.00000
Negarnaviricota	2497569	P	342	0	342	0.00001
Pisuviricota	2732408	P	158	0	158	0.00001
Kitrinoviricota	2732406	P	92	0	92	0.00000
Duplornaviricota	2732405	P	79	0	79	0.00000
Lenarviricota	2732407	P	38	162	200	0.00001
Artverviricota	2732409	P	19	1307	1326	0.00005
Cressdnaviricota	2732416	P	111	0	111	0.00000
Cossaviricota	2732415	P	48	0	48	0.00000
Phixviricota	2732412	P	34	0	34	0.00000
Taleaviricota	2840024	P	48	0	48	0.00000
