name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides	816	G	4275269	478802	4754071	0.17463
Phocaeicola	909656	G	316744	44744	361488	0.01328
Parabacteroides	375288	G	643048	81547	724595	0.02662
Tannerella	195950	G	22180	1215	23395	0.00086
Alistipes	239759	G	300900	16550	317450	0.01166
Acetobacteroides	1647173	G	8709	295	9004	0.00033
Prevotella	838	G	110736	4569	115305	0.00424
Segatella	2974251	G	48314	2473	50787	0.00187
Paraprevotella	577309	G	19710	1833	21543	0.00079
Hoylesella	2974257	G	9611	3163	12774	0.00047
Xylanibacter	558436	G	7964	90	8054	0.00030
Pseudoprevotella	2884814	G	3081	36	3117	0.00011
Butyricimonas	574697	G	51415	6337	57752	0.00212
Odoribacter	283168	G	18131	1514	19645	0.00072
Porphyromonas	836	G	40935	3316	44251	0.00163
Macellibacteroides	1159323	G	16684	533	17217	0.00063
Dysgonomonas	156973	G	17032	811	17843	0.00066
Petrimonas	307628	G	15673	5085	20758	0.00076
Proteiniphilum	294702	G	13088	1447	14535	0.00053
Limibacterium	3404873	G	8274	356	8630	0.00032
Barnesiella	397864	G	37768	2757	40525	0.00149
Coprobacter	1348911	G	14841	1417	16258	0.00060
Muribaculum	1918540	G	13695	496	14191	0.00052
Duncaniella	2518495	G	13556	130	13686	0.00050
Paramuribaculum	2518497	G	7122	169	7291	0.00027
Sodaliphilus	2815786	G	3473	182	3655	0.00013
Paludibacter	346096	G	7898	10	7908	0.00029
Salinivirga	1970191	G	2189	1	2190	0.00008
Tenuifilum	2760873	G	1378	12	1390	0.00005
Candidatus Azobacteroides	511434	G	793	0	793	0.00003
Draconibacterium	1471399	G	21616	411	22027	0.00081
Gaoshiqia	3045890	G	6380	87	6467	0.00024
Mangrovibacterium	1573808	G	5403	419	5822	0.00021
Halosquirtibacter	3374594	G	5110	241	5351	0.00020
Maribellus	2678352	G	4645	106	4751	0.00017
Aquipluma	2792393	G	4147	28	4175	0.00015
Marinifilum	866673	G	8075	208	8283	0.00030
Labilibaculum	2060722	G	7122	144	7266	0.00027
Alkalitalea	1193324	G	2725	90	2815	0.00010
Xiashengella	3129724	G	2085	1437	3522	0.00013
Flavobacterium	237	G	136047	6386	142433	0.00523
