--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                            Marker lineage            # genomes   # markers   # marker sets    0     1     2    3    4    5+   Completeness   Contamination   Strain heterogeneity
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  STP294.12602_R.bin.77          k__Bacteria (UID203)            5449        103            57         0     1     2    1    9    90      100.00          584.00              0.56
  STP294.12602_R.bin.92      o__Lactobacillales (UID544)         293         475           267         1    469    5    0    0    0       99.63            1.34               0.00
  STP294.12602_R.bin.36    c__Deltaproteobacteria (UID3218)       61         284           169         1    268    15   0    0    0       99.41            2.92              13.33
  STP294.12602_R.bin.145       c__Clostridia (UID1118)           387         223           124         1    219    3    0    0    0       99.19            1.10               0.00
  STP294.12602_R.bin.63          k__Bacteria (UID203)            5449        103            57         1     58    43   1    0    0       99.12           15.44              26.09
  STP294.12602_R.bin.132      p__Bacteroidetes (UID2605)         350         315           209         4    311    0    0    0    0       98.93            0.00               0.00
  STP294.12602_R.bin.37         k__Bacteria (UID2329)            174         149            89         1    146    2    0    0    0       98.88            2.25               0.00
  STP294.12602_R.bin.18         k__Bacteria (UID2329)            174         149            89         1    144    4    0    0    0       98.88            1.35               0.00
  STP294.12602_R.bin.143        k__Bacteria (UID2328)            3167        126            75         1    123    2    0    0    0       98.67            1.44               0.00
  STP294.12602_R.bin.53          k__Bacteria (UID203)            5449        104            58         10    11    17   5    14   47      98.43           351.52             63.33
  STP294.12602_R.bin.3        o__Bacteroidales (UID2617)         213         406           265         7    388    11   0    0    0       98.24            1.77               0.00
  STP294.12602_R.bin.58        c__Clostridia (UID1118)           387         223           124         4    217    2    0    0    0       98.12            0.83               0.00
  STP294.12602_R.bin.146      p__Bacteroidetes (UID2605)         350         314           208         4    308    2    0    0    0       98.08            0.96               0.00
  STP294.12602_R.bin.124        k__Bacteria (UID2982)             88         229           147         3    225    1    0    0    0       97.96            0.68               0.00
  STP294.12602_R.bin.105      p__Bacteroidetes (UID2605)         350         315           209         5    305    5    0    0    0       97.61            1.45              20.00
  STP294.12602_R.bin.68      p__Proteobacteria (UID3887)         1487        259           162         23   231    4    1    0    0       97.53            2.57              100.00
  STP294.12602_R.bin.62      o__Actinomycetales (UID1663)        488         309           185         8    296    5    0    0    0       97.39            1.47              20.00
  STP294.12602_R.bin.109      o__Bacteroidales (UID2621)         198         427           260         18   408    0    1    0    0       97.24            0.38              33.33
  STP294.12602_R.bin.99         k__Bacteria (UID2569)            434         278           186         8    266    4    0    0    0       97.13            2.15               0.00
  STP294.12602_R.bin.156      o__Clostridiales (UID1212)         172         263           149         5    258    0    0    0    0       96.98            0.00               0.00
  STP294.12602_R.bin.78          k__Bacteria (UID203)            5449         98            58         21    4     22   37   12   2       96.71           182.97             29.63
  STP294.12602_R.bin.115        k__Bacteria (UID2982)             88         230           148         6    222    2    0    0    0       96.62            1.35               0.00
