name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonadota	1224	P	73560846	202738	73763584	0.88090
Bacteroidota	976	P	6921445	204	6921649	0.08266
Chlorobiota	1090	P	334	0	334	0.00000
Rhodothermota	1853220	P	318	0	318	0.00000
Ignavibacteriota	1134404	P	151	0	151	0.00000
Balneolota	1936987	P	63	0	63	0.00000
Gemmatimonadota	142182	P	352	0	352	0.00000
Fibrobacterota	65842	P	73	0	73	0.00000
Fidelibacterota	62680	P	45	0	45	0.00000
Candidatus Cloacimonadota	456828	P	44	0	44	0.00000
Campylobacterota	29547	P	7006	0	7006	0.00008
Planctomycetota	203682	P	2274	2	2276	0.00003
Verrucomicrobiota	74201	P	1149	0	1149	0.00001
Chlamydiota	204428	P	309	0	309	0.00000
Candidatus Omnitrophota	67812	P	48	0	48	0.00000
Lentisphaerota	256845	P	33	0	33	0.00000
Kiritimatiellota	134625	P	27	4	31	0.00000
Myxococcota	2818505	P	3545	0	3545	0.00004
Thermodesulfobacteriota	200940	P	3288	0	3288	0.00004
Spirochaetota	203691	P	3220	0	3220	0.00004
Bdellovibrionota	3018035	P	1422	0	1422	0.00002
Acidobacteriota	57723	P	928	0	928	0.00001
Nitrospirota	40117	P	533	0	533	0.00001
Atribacterota	67818	P	480	0	480	0.00001
Deferribacterota	200930	P	243	0	243	0.00000
Aquificota	200783	P	166	0	166	0.00000
Elusimicrobiota	74152	P	129	0	129	0.00000
Thermodesulfobiota	3002442	P	85	0	85	0.00000
Dictyoglomota	68297	P	70	0	70	0.00000
Calditrichota	1930617	P	43	0	43	0.00000
Thermomicrobiota	3027942	P	25	0	25	0.00000
Chrysiogenota	200938	P	22	0	22	0.00000
Zhurongbacterota	3470743	P	20	0	20	0.00000
Bacillota	1239	P	2185397	5224	2190621	0.02616
Actinomycetota	201174	P	266798	157	266955	0.00319
Cyanobacteriota	1117	P	7126	0	7126	0.00009
Mycoplasmatota	544448	P	4415	6	4421	0.00005
Chloroflexota	200795	P	688	0	688	0.00001
Armatimonadota	67819	P	46	0	46	0.00000
Fusobacteriota	32066	P	3888	0	3888	0.00005
Thermotogota	200918	P	1322	0	1322	0.00002
Deinococcota	1297	P	726	0	726	0.00001
Synergistota	508458	P	59	621	680	0.00001
Candidatus Saccharimonadota	95818	P	180	0	180	0.00000
Minisyncoccota	1752724	P	51	43	94	0.00000
Streptophyta	35493	P	404442	388	404830	0.00483
Chlorophyta	3041	P	782	8	790	0.00001
Chordata	7711	P	102607	12787	115394	0.00138
Ascomycota	4890	P	9726	128	9854	0.00012
Basidiomycota	5204	P	1868	29	1897	0.00002
Mucoromycota	1913637	P	658	61	719	0.00001
Microsporidia	6029	P	82	1	83	0.00000
Apicomplexa	5794	P	3388	32	3420	0.00004
Oomycota	4762	P	152	0	152	0.00000
Bacillariophyta	2836	P	138	0	138	0.00000
Parabasalia	5719	P	783	1	784	0.00001
Fornicata	207245	P	103	0	103	0.00000
Euglenozoa	33682	P	580	0	580	0.00001
Evosea	2605435	P	136	2	138	0.00000
Rhodophyta	2763	P	63	21	84	0.00000
Methanobacteriota	28890	P	4567	3	4570	0.00005
Thermoplasmatota	2283796	P	169	0	169	0.00000
Nitrososphaerota	651137	P	512	0	512	0.00001
Thermoproteota	28889	P	502	2	504	0.00001
Promethearchaeota	3366641	P	276	0	276	0.00000
Uroviricota	2731618	P	2398	0	2398	0.00003
Peploviricota	2731361	P	28	0	28	0.00000
Nucleocytoviricota	2732007	P	771	0	771	0.00001
Negarnaviricota	2497569	P	54	0	54	0.00000
Kitrinoviricota	2732406	P	51	0	51	0.00000
Pisuviricota	2732408	P	27	0	27	0.00000
Cressdnaviricota	2732416	P	23	0	23	0.00000
