name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	5647071	166863	5813934	0.83445
Fusarium pseudograminearum	101028	S	1014	123	1137	0.00016
Fusarium poae	36050	S	845	97	942	0.00014
Fusarium graminearum	5518	S	641	119	760	0.00011
Fusarium falciforme	195108	S	889	251	1140	0.00016
Fusarium keratoplasticum	1328300	S	645	200	845	0.00012
Fusarium oxysporum	5507	S	1256	73	1329	0.00019
Fusarium fujikuroi	5127	S	837	19	856	0.00012
Fusarium verticillioides	117187	S	262	314	576	0.00008
Fusarium musae	1042133	S	303	356	659	0.00009
Trichoderma asperellum	101201	S	953	111	1064	0.00015
Trichoderma breve	2034170	S	952	38	990	0.00014
Trichoderma atroviride	63577	S	749	39	788	0.00011
Metarhizium brunneum	500148	S	923	8	931	0.00013
Pochonia chlamydosporia	280754	S	761	7	768	0.00011
Ustilaginoidea virens	1159556	S	712	11	723	0.00010
Purpureocillium takamizusanense	2060973	S	1095	53	1148	0.00016
Drechmeria coniospora	98403	S	465	6	471	0.00007
Akanthomyces muscarius	2231603	S	705	19	724	0.00010
Colletotrichum destructivum	34406	S	1013	129	1142	0.00016
Colletotrichum higginsianum	80884	S	939	239	1178	0.00017
Colletotrichum lupini	145971	S	1382	24	1406	0.00020
Neurospora crassa	5141	S	1411	36	1447	0.00021
Sordaria macrospora	5147	S	1069	87	1156	0.00017
Thermothielavioides terrestris	2587410	S	1183	23	1206	0.00017
Thermothelomyces thermophilus	78579	S	937	10	947	0.00014
Podospora bellae-mahoneyi	2093777	S	321	71	392	0.00006
Podospora pseudocomata	2093779	S	321	110	431	0.00006
Podospora pseudopauciseta	2093780	S	240	302	542	0.00008
Podospora pseudoanserina	2609844	S	205	318	523	0.00008
Remersonia thermophila	72144	S	853	10	863	0.00012
Pyricularia pennisetigena	1578925	S	1271	61	1332	0.00019
Pyricularia grisea	148305	S	1004	42	1046	0.00015
Pyricularia oryzae	318829	S	698	58	756	0.00011
Botrytis cinerea	40559	S	1855	83	1938	0.00028
Talaromyces marneffei	37727	S	9971	265	10236	0.00147
Talaromyces rugulosus	121627	S	1312	73	1385	0.00020
Aspergillus luchuensis	1069201	S	1043	26	1069	0.00015
Aspergillus flavus	5059	S	103	332	435	0.00006
Aspergillus oryzae	5062	S	83	257	340	0.00005
Aspergillus chevalieri	182096	S	758	32	790	0.00011
Aspergillus puulaauensis	1220207	S	625	7	632	0.00009
Aspergillus fumigatus	746128	S	603	10	613	0.00009
Aspergillus nidulans	162425	S	503	0	503	0.00007
Penicillium oxalicum	69781	S	731	76	807	0.00012
Penicillium psychrofluorescens	3158075	S	626	21	647	0.00009
Penicillium digitatum	36651	S	547	12	559	0.00008
Coccidioides posadasii	199306	S	727	41	768	0.00011
Pyrenophora tritici-repentis	45151	S	665	41	706	0.00010
Alternaria dauci	48095	S	638	7	645	0.00009
Ascochyta rabiei	5454	S	856	36	892	0.00013
Zymoseptoria tritici	1047171	S	816	22	838	0.00012
Fulvia fulva	5499	S	678	25	703	0.00010
Cercospora beticola	122368	S	546	60	606	0.00009
Saccharomyces paradoxus	27291	S	1101	52	1153	0.00017
Saccharomyces eubayanus	1080349	S	471	7	478	0.00007
Saccharomyces kudriavzevii	114524	S	421	36	457	0.00007
Saccharomyces mikatae	114525	S	400	15	415	0.00006
Saccharomyces cerevisiae	4932	S	388	60	448	0.00006
Naumovozyma dairenensis	27289	S	1048	20	1068	0.00015
Naumovozyma castellii	27288	S	607	21	628	0.00009
Kluyveromyces marxianus	4911	S	569	62	631	0.00009
Kluyveromyces lactis	28985	S	474	21	495	0.00007
Henningerozyma blattae	1071379	S	947	41	988	0.00014
Tetrapisispora phaffii	113608	S	903	17	920	0.00013
Eremothecium cymbalariae	45285	S	373	17	390	0.00006
Eremothecium sinecaudum	45286	S	268	138	406	0.00006
Eremothecium gossypii	33169	S	162	113	275	0.00004
Kazachstania africana	432096	S	722	13	735	0.00011
Nakaseomyces glabratus	5478	S	453	46	499	0.00007
Torulaspora globosa	48254	S	223	9	232	0.00003
Torulaspora delbrueckii	4950	S	199	13	212	0.00003
Zygosaccharomyces rouxii	4956	S	382	18	400	0.00006
Huiozyma naganishii	588726	S	365	10	375	0.00005
Zygotorulaspora mrakii	42260	S	315	25	340	0.00005
Lachancea thermotolerans	381046	S	157	8	165	0.00002
Saccharomycodes ludwigii	36035	S	1122	125	1247	0.00018
Candida albicans	5476	S	1507	69	1576	0.00023
Candida dubliniensis	42374	S	1413	88	1501	0.00022
Candida orthopsilosis	273371	S	641	12	653	0.00009
Lodderomyces elongisporus	36914	S	1175	225	1400	0.00020
Lodderomyces beijingensis	1775926	S	876	149	1025	0.00015
Debaryomyces hansenii	4959	S	404	1	405	0.00006
Scheffersomyces stipitis	4924	S	397	7	404	0.00006
Yamadazyma tenuis	2315449	S	235	26	261	0.00004
Candidozyma auris	498019	S	414	19	433	0.00006
Australozyma saopauloensis	291208	S	290	2	292	0.00004
Brettanomyces nanus	13502	S	3145	307	3452	0.00050
Brettanomyces bruxellensis	5007	S	403	12	415	0.00006
Pichia kudriavzevii	4909	S	400	11	411	0.00006
Ogataea parapolymorpha	1005962	S	256	6	262	0.00004
Komagataella phaffii	460519	S	234	0	234	0.00003
Sugiyamaella lignohabitans	796027	S	560	52	612	0.00009
Yarrowia lipolytica	4952	S	521	2	523	0.00008
Schizosaccharomyces pombe	4896	S	442	4	446	0.00006
Schizosaccharomyces osmophilus	2545709	S	436	16	452	0.00006
Kwoniella shivajii	564305	S	1038	108	1146	0.00016
Kwoniella dendrophila	4975	S	973	213	1186	0.00017
Kwoniella dejecticola	324770	S	736	94	830	0.00012
Kwoniella bestiolae	324769	S	696	75	771	0.00011
Kwoniella pini	453459	S	645	107	752	0.00011
Kwoniella mangrovensis	463800	S	595	456	1051	0.00015
Kwoniella europaea	1247712	S	555	765	1320	0.00019
Kwoniella botswanensis	1268659	S	549	904	1453	0.00021
Kwoniella shandongensis	1734106	S	538	104	642	0.00009
Kwoniella newhampshirensis	1651941	S	489	61	550	0.00008
Cryptococcus bacillisporus	552467	S	282	167	449	0.00006
Cryptococcus deuterogattii	1859096	S	243	34	277	0.00004
Cryptococcus tetragattii	1859121	S	233	72	305	0.00004
Cryptococcus gattii	37769	S	192	166	358	0.00005
Cryptococcus decagattii	1859122	S	178	63	241	0.00003
Cryptococcus neoformans	5207	S	575	61	636	0.00009
Cryptococcus deneoformans	40410	S	502	18	520	0.00007
Cryptococcus depauperatus	5208	S	472	25	497	0.00007
Vanrija pseudolonga	143232	S	935	45	980	0.00014
Cutaneotrichosporon cavernicola	279322	S	367	12	379	0.00005
Psilocybe cubensis	181762	S	1168	7	1175	0.00017
Marasmius oreades	181124	S	1003	10	1013	0.00015
Rhizoctonia solani	456999	S	795	5	800	0.00011
Puccinia triticina	208348	S	2602	5	2607	0.00037
Puccinia striiformis	27350	S	2195	93	2288	0.00033
Sporisorium graminicola	280036	S	568	44	612	0.00009
Mycosarcoma maydis	5270	S	434	1	435	0.00006
