name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lathyrus oleraceus	3888	S	60016	3083	63099	0.00558
Vicia villosa	3911	S	48089	1816	49905	0.00441
Medicago truncatula	3880	S	20711	1268	21979	0.00194
Trifolium pratense	57577	S	17191	12939	30130	0.00266
Cicer arietinum	3827	S	29888	1840	31728	0.00281
Lotus japonicus	34305	S	22193	2255	24448	0.00216
Vigna unguiculata	3917	S	24207	6535	30742	0.00272
Vigna radiata	157791	S	23061	3387	26448	0.00234
Vigna angularis	3914	S	18809	3134	21943	0.00194
Glycine soja	3848	S	6826	21165	27991	0.00248
Glycine max	3847	S	5598	20211	25809	0.00228
Cajanus cajan	3821	S	26659	1987	28646	0.00253
Phaseolus vulgaris	3885	S	24465	1597	26062	0.00231
Arachis stenosperma	217475	S	15240	7661	22901	0.00203
Arachis hypogaea	3818	S	9073	29525	38598	0.00341
Arachis duranensis	130453	S	5888	8438	14326	0.00127
Arachis ipaensis	130454	S	1647	22302	23949	0.00212
Lupinus angustifolius	3871	S	32067	2123	34190	0.00302
Hevea brasiliensis	3981	S	36659	1905	38564	0.00341
Manihot esculenta	3983	S	26880	6256	33136	0.00293
Mercurialis annua	3986	S	18554	9965	28519	0.00252
Ricinus communis	3988	S	15391	2170	17561	0.00155
Euphorbia lathyris	212925	S	27048	2678	29726	0.00263
Populus nigra	3691	S	44013	91418	135431	0.01198
Populus alba	43335	S	14803	1545	16348	0.00145
Populus trichocarpa	3694	S	12425	3362	15787	0.00140
Malus sylvestris	3752	S	6675	9973	16648	0.00147
Malus domestica	3750	S	5734	7384	13118	0.00116
Pyrus communis	23211	S	12804	3464	16268	0.00144
Prunus mume	102107	S	10172	2996	13168	0.00116
Prunus dulcis	3755	S	4202	3086	7288	0.00064
Prunus persica	3760	S	4017	2990	7007	0.00062
Rosa chinensis	74649	S	11803	2350	14153	0.00125
Rosa rugosa	74645	S	8376	2843	11219	0.00099
Fragaria vesca	57918	S	8383	1239	9622	0.00085
Argentina anserina	57926	S	8246	3100	11346	0.00100
Humulus lupulus	3486	S	55579	14149	69728	0.00617
Cannabis sativa	3483	S	21092	1915	23007	0.00203
Ziziphus jujuba	326968	S	17752	6584	24336	0.00215
Castanea sativa	21020	S	45408	9013	54421	0.00481
Quercus lobata	97700	S	16724	9644	26368	0.00233
Quercus robur	38942	S	15203	14981	30184	0.00267
Juglans regia	51240	S	16425	6689	23114	0.00204
Juglans microcarpa x Juglans regia	2249226	S	15843	4479	20322	0.00180
