name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Buttiauxella agrestis	82977	S	719961	60659	780620	0.03131
Buttiauxella sp. WJP83	2986951	S	138599	31923	170522	0.00684
Buttiauxella sp. 3AFRM03	2479367	S	51332	126469	177801	0.00713
Buttiauxella selenatireducens	3073902	S	154257	33775	188032	0.00754
Buttiauxella ferragutiae	82989	S	53788	147953	201741	0.00809
Citrobacter sp. R56	1573676	S	241781	43634	285415	0.01145
Citrobacter sp. RHB25-C09	2742624	S	4460	328	4788	0.00019
Citrobacter sp. RHB35-C21	2742626	S	2299	10781	13080	0.00052
Citrobacter sp. C1	2769343	S	1648	1063	2711	0.00011
Citrobacter sp. RHBSTW-00986	2742675	S	1085	6737	7822	0.00031
Citrobacter sp. BDA59-3	2781952	S	1024	285	1309	0.00005
Citrobacter sp. RHBSTW-00887	2742668	S	907	4711	5618	0.00023
Citrobacter sp. RHB36-C18	2742627	S	800	4477	5277	0.00021
Citrobacter sp. RHBSTW-00524	2742653	S	790	4029	4819	0.00019
Citrobacter sp. RHBSTW-00599	2742657	S	453	6135	6588	0.00026
Citrobacter sp. RHBSTW-00881	2742667	S	365	6430	6795	0.00027
Citrobacter sp. RHBSTW-00570	2742655	S	355	4771	5126	0.00021
Citrobacter sp. FDAARGOS_156	1702170	S	349	1080	1429	0.00006
Citrobacter sp. TSA-1	184912	S	339	1519	1858	0.00007
Citrobacter sp. CRE-46	1703250	S	251	1002	1253	0.00005
Citrobacter sp. RHB35-C17	2742625	S	200	649	849	0.00003
Citrobacter sp. CFNIH10	1920110	S	184	1107	1291	0.00005
Citrobacter sp. RHBSTW-01044	2742678	S	173	4603	4776	0.00019
Citrobacter sp. MGH 55	1439319	S	123	301	424	0.00002
Citrobacter sp. B72	2807631	S	120	627	747	0.00003
Citrobacter sp. LUTT5	2697370	S	108	788	896	0.00004
Citrobacter sp. Colony219	2861802	S	101	353	454	0.00002
Citrobacter sp. C13	2769347	S	79	482	561	0.00002
Citrobacter sp. MAL-2	3464630	S	70	2035	2105	0.00008
Citrobacter sp. RHBSTW-00903	2742670	S	52	3567	3619	0.00015
Citrobacter sp. Colony322	2861801	S	48	357	405	0.00002
Citrobacter sp. RHBSTW-01013	2742677	S	46	1375	1421	0.00006
Citrobacter sp. 21OH12SH02A-Citro	3015952	S	44	854	898	0.00004
Citrobacter sp. RHBSTW-00696	2742662	S	44	1425	1469	0.00006
Citrobacter sp. On28M	2678565	S	39	2	41	0.00000
Citrobacter sp. RHBSTW-00821	2742663	S	29	2518	2547	0.00010
Citrobacter sp. RHBSTW-00229	2742641	S	27	1323	1350	0.00005
Citrobacter sp. Colony475	2861800	S	23	197	220	0.00001
Citrobacter sp. RHBSTW-00944	2742671	S	21	799	820	0.00003
Citrobacter sp. RHBSTW-00535	2742654	S	21	1363	1384	0.00006
Citrobacter sp. XT1-2-2	2942480	S	19	282	301	0.00001
Citrobacter sp. RHBSTW-00127	2742636	S	17	897	914	0.00004
Citrobacter sp. RHBSTW-00976	2742674	S	17	878	895	0.00004
Citrobacter sp. RHBSTW-00021	2742630	S	14	2028	2042	0.00008
Citrobacter sp. S39	2660638	S	11	221	232	0.00001
Citrobacter sp. RHBSTW-00678	2742661	S	11	475	486	0.00002
Citrobacter sp. 172116965	2683822	S	10	1215	1225	0.00005
Citrobacter sp. RHBSTW-00424	2742647	S	10	1778	1788	0.00007
Citrobacter braakii	57706	S	53279	230206	283485	0.01137
Citrobacter freundii	546	S	11069	55580	66649	0.00267
Citrobacter portucalensis	1639133	S	10770	22924	33694	0.00135
Citrobacter gillenii	67828	S	3632	4713	8345	0.00033
Citrobacter werkmanii	67827	S	2671	3585	6256	0.00025
Citrobacter freundii complex sp. CFNIH2	2066049	S	1150	568	1718	0.00007
Citrobacter freundii complex sp. CFNIH3	2077147	S	1058	53668	54726	0.00220
Citrobacter freundii complex sp. CFNIH9	2077149	S	153	1026	1179	0.00005
Citrobacter sp. MGH105	1686380	S	64	667	731	0.00003
Citrobacter sp. BIDMC108	1686385	S	59	1640	1699	0.00007
Citrobacter freundii complex sp. CFNIH4	2077148	S	43	2505	2548	0.00010
Citrobacter youngae	133448	S	1627	6770	8397	0.00034
Citrobacter cronae	1748967	S	1051	5224	6275	0.00025
Citrobacter sedlakii	67826	S	397	415	812	0.00003
Citrobacter enshiensis	2971264	S	59924	3740	63664	0.00255
Citrobacter meridianamericanus	2894201	S	7988	3783	11771	0.00047
Citrobacter koseri	545	S	5882	6748	12630	0.00051
Citrobacter tructae	2562449	S	5725	994	6719	0.00027
Citrobacter farmeri	67824	S	5672	1802	7474	0.00030
Citrobacter amalonaticus	35703	S	5144	6149	11293	0.00045
Citrobacter rodentium	67825	S	3455	898	4353	0.00017
Citrobacter europaeus	1914243	S	3165	1465	4630	0.00019
Citrobacter arsenatis	2546350	S	3102	508	3610	0.00014
Citrobacter pasteurii	1563222	S	1010	2155	3165	0.00013
Enterobacter cancerogenus	69218	S	24565	3651	28216	0.00113
Enterobacter cloacae	550	S	18848	13575	32423	0.00130
Enterobacter hormaechei	158836	S	18535	107294	125829	0.00505
Enterobacter asburiae	61645	S	14896	22401	37297	0.00150
Enterobacter kobei	208224	S	9762	26654	36416	0.00146
Enterobacter ludwigii	299767	S	8367	11451	19818	0.00079
