name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonadota	1224	P	57451322	430301	57881623	0.78204
Bacteroidota	976	P	11206774	4108	11210882	0.15147
Chlorobiota	1090	P	1869	4	1873	0.00003
Ignavibacteriota	1134404	P	543	0	543	0.00001
Balneolota	1936987	P	397	16	413	0.00001
Rhodothermota	1853220	P	280	0	280	0.00000
Gemmatimonadota	142182	P	531	1	532	0.00001
Fibrobacterota	65842	P	279	17	296	0.00000
Candidatus Cloacimonadota	456828	P	219	0	219	0.00000
Campylobacterota	29547	P	26128	42	26170	0.00035
Spirochaetota	203691	P	14396	18	14414	0.00019
Planctomycetota	203682	P	5914	4	5918	0.00008
Verrucomicrobiota	74201	P	3526	1	3527	0.00005
Chlamydiota	204428	P	1681	0	1681	0.00002
Candidatus Omnitrophota	67812	P	329	0	329	0.00000
Kiritimatiellota	134625	P	210	0	210	0.00000
Lentisphaerota	256845	P	151	0	151	0.00000
Myxococcota	2818505	P	9881	3	9884	0.00013
Thermodesulfobacteriota	200940	P	8944	9	8953	0.00012
Bdellovibrionota	3018035	P	5656	1	5657	0.00008
Acidobacteriota	57723	P	3634	0	3634	0.00005
Nitrospirota	40117	P	1740	0	1740	0.00002
Dictyoglomota	68297	P	731	0	731	0.00001
Aquificota	200783	P	582	0	582	0.00001
Deferribacterota	200930	P	559	0	559	0.00001
Atribacterota	67818	P	348	0	348	0.00000
Chrysiogenota	200938	P	278	0	278	0.00000
Thermodesulfobiota	3002442	P	271	0	271	0.00000
Calditrichota	1930617	P	247	0	247	0.00000
Elusimicrobiota	74152	P	139	0	139	0.00000
Thermosulfidibacterota	3123113	P	26	0	26	0.00000
Nitrospinota	1293497	P	24	0	24	0.00000
Thermomicrobiota	3027942	P	22	0	22	0.00000
Zhurongbacterota	3470743	P	18	0	18	0.00000
Caldisericota	67814	P	10	0	10	0.00000
Bacillota	1239	P	2206442	23771	2230213	0.03013
Actinomycetota	201174	P	1133486	1137	1134623	0.01533
Mycoplasmatota	544448	P	28357	90	28447	0.00038
Cyanobacteriota	1117	P	23838	3	23841	0.00032
Chloroflexota	200795	P	2878	26	2904	0.00004
Armatimonadota	67819	P	122	0	122	0.00000
Vulcanimicrobiota	1154676	P	13	0	13	0.00000
Fusobacteriota	32066	P	19590	51	19641	0.00027
Thermotogota	200918	P	2794	5	2799	0.00004
Deinococcota	1297	P	2609	0	2609	0.00004
Synergistota	508458	P	390	1787	2177	0.00003
Candidatus Saccharimonadota	95818	P	63	0	63	0.00000
Minisyncoccota	1752724	P	28	0	28	0.00000
Candidatus Bipolaricaulota	67810	P	18	0	18	0.00000
Streptophyta	35493	P	1124842	10876	1135718	0.01534
Chlorophyta	3041	P	1548	8	1556	0.00002
Chordata	7711	P	153651	23925	177576	0.00240
Ascomycota	4890	P	21231	534	21765	0.00029
Basidiomycota	5204	P	5184	106	5290	0.00007
Mucoromycota	1913637	P	2180	187	2367	0.00003
Microsporidia	6029	P	304	3	307	0.00000
Apicomplexa	5794	P	7942	95	8037	0.00011
Bacillariophyta	2836	P	250	0	250	0.00000
Oomycota	4762	P	204	0	204	0.00000
Parabasalia	5719	P	2117	4	2121	0.00003
Fornicata	207245	P	411	0	411	0.00001
Euglenozoa	33682	P	2233	1	2234	0.00003
Evosea	2605435	P	548	11	559	0.00001
Rhodophyta	2763	P	26	15	41	0.00000
Methanobacteriota	28890	P	12815	13	12828	0.00017
Thermoplasmatota	2283796	P	368	0	368	0.00000
Thermoproteota	28889	P	1713	0	1713	0.00002
Nitrososphaerota	651137	P	1183	0	1183	0.00002
Promethearchaeota	3366641	P	601	0	601	0.00001
Nanobdellota	192989	P	16	0	16	0.00000
Candidatus Nanohalarchaeota	1462430	P	10	0	10	0.00000
Uroviricota	2731618	P	7291	7	7298	0.00010
Peploviricota	2731361	P	142	0	142	0.00000
Nucleocytoviricota	2732007	P	802	0	802	0.00001
Preplasmiviricota	2732008	P	61	0	61	0.00000
Negarnaviricota	2497569	P	183	0	183	0.00000
Pisuviricota	2732408	P	110	0	110	0.00000
Kitrinoviricota	2732406	P	63	0	63	0.00000
Lenarviricota	2732407	P	14	0	14	0.00000
Taleaviricota	2840024	P	12	0	12	0.00000
