name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Parabacteroides	375288	G	11170758	556409	11727167	0.26934
Tannerella	195950	G	37704	991	38695	0.00089
Bacteroides	816	G	10256706	723633	10980339	0.25219
Phocaeicola	909656	G	325692	32338	358030	0.00822
Prevotella	838	G	199081	7913	206994	0.00475
Segatella	2974251	G	90606	4382	94988	0.00218
Paraprevotella	577309	G	35907	1899	37806	0.00087
Hoylesella	2974257	G	12528	4869	17397	0.00040
Xylanibacter	558436	G	11866	178	12044	0.00028
Pseudoprevotella	2884814	G	3731	46	3777	0.00009
Alistipes	239759	G	245842	10094	255936	0.00588
Acetobacteroides	1647173	G	7852	563	8415	0.00019
Odoribacter	283168	G	92921	6321	99242	0.00228
Butyricimonas	574697	G	58295	4230	62525	0.00144
Macellibacteroides	1159323	G	60568	1652	62220	0.00143
Porphyromonas	836	G	56159	1884	58043	0.00133
Petrimonas	307628	G	25626	2743	28369	0.00065
Proteiniphilum	294702	G	24961	1628	26589	0.00061
Dysgonomonas	156973	G	22938	30	22968	0.00053
Indolivaga	3680098	G	14467	764	15231	0.00035
Limibacterium	3404873	G	13416	354	13770	0.00032
Barnesiella	397864	G	68451	2612	71063	0.00163
Coprobacter	1348911	G	31179	1483	32662	0.00075
Muribaculum	1918540	G	15764	703	16467	0.00038
Duncaniella	2518495	G	12366	249	12615	0.00029
Paramuribaculum	2518497	G	5224	124	5348	0.00012
Sodaliphilus	2815786	G	4399	107	4506	0.00010
Paludibacter	346096	G	11273	8	11281	0.00026
Salinivirga	1970191	G	2089	1	2090	0.00005
Tenuifilum	2760873	G	1621	3	1624	0.00004
Candidatus Azobacteroides	511434	G	1334	1	1335	0.00003
Draconibacterium	1471399	G	35735	505	36240	0.00083
Aquipluma	2792393	G	8437	72	8509	0.00020
Mangrovibacterium	1573808	G	8142	296	8438	0.00019
Maribellus	2678352	G	7876	95	7971	0.00018
Gaoshiqia	3045890	G	6653	54	6707	0.00015
Halosquirtibacter	3374594	G	5689	107	5796	0.00013
Labilibaculum	2060722	G	17590	373	17963	0.00041
Marinifilum	866673	G	12520	272	12792	0.00029
Xiashengella	3129724	G	3695	629	4324	0.00010
Alkalitalea	1193324	G	3149	110	3259	0.00007
Flavobacterium	237	G	222718	8906	231624	0.00532
Polaribacter	52959	G	35393	4069	39462	0.00091
Capnocytophaga	1016	G	32989	1555	34544	0.00079
Tenacibaculum	104267	G	29654	2783	32437	0.00074
Flagellimonas	444459	G	26459	2700	29159	0.00067
Maribacter	252356	G	16876	2467	19343	0.00044
Aquimarina	290174	G	15733	614	16347	0.00038
Winogradskyella	286104	G	15217	2435	17652	0.00041
Christiangramia	292691	G	11065	1050	12115	0.00028
Leeuwenhoekiella	283735	G	10242	2599	12841	0.00029
Myroides	76831	G	9959	1721	11680	0.00027
Zobellia	112040	G	9642	516	10158	0.00023
Nonlabens	363408	G	9516	1443	10959	0.00025
Formosa	225842	G	9347	1169	10516	0.00024
Cellulophaga	104264	G	8192	703	8895	0.00020
Lacinutrix	291183	G	6829	1308	8137	0.00019
Mariniflexile	527198	G	6756	513	7269	0.00017
Algibacter	261827	G	6562	1313	7875	0.00018
Aequorivita	153265	G	5216	630	5846	0.00013
Antarcticibacterium	2058174	G	4764	503	5267	0.00012
Zunongwangia	417127	G	4678	2128	6806	0.00016
Wenyingzhuangia	1518147	G	4279	326	4605	0.00011
Seonamhaeicola	1649495	G	4164	303	4467	0.00010
Kordia	221065	G	4139	164	4303	0.00010
Arenibacter	178469	G	4138	1711	5849	0.00013
Flavivirga	1209327	G	3988	160	4148	0.00010
Salinimicrobium	561367	G	3876	278	4154	0.00010
Lutibacter	358023	G	3836	162	3998	0.00009
Salegentibacter	143222	G	3694	1826	5520	0.00013
