name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Akkermansiaceae	1647988	F	1745344	6104	1751448	0.17611
Verrucomicrobiaceae	203557	F	10851	63	10914	0.00110
Fontisphaeraceae	3050006	F	329	0	329	0.00003
Opitutaceae	134623	F	5419	120	5539	0.00056
Alterococcaceae	3056375	F	468	10	478	0.00005
Cerasicoccaceae	3056374	F	531	24	555	0.00006
Coraliomargaritaceae	3056371	F	437	336	773	0.00008
Methylacidiphilaceae	717964	F	184	50	234	0.00002
Lacipirellulaceae	2691359	F	15056	462	15518	0.00156
Pirellulaceae	2691357	F	12088	1282	13370	0.00134
Thermoguttaceae	2691358	F	204	4	208	0.00002
Gemmataceae	1914233	F	21776	81	21857	0.00220
Isosphaeraceae	1763524	F	16286	589	16875	0.00170
Planctomycetaceae	126	F	13931	3083	17014	0.00171
Kolteriaceae	3444226	F	675	0	675	0.00007
Tepidisphaeraceae	1771355	F	774	417	1191	0.00012
Phycisphaeraceae	666507	F	1070	15	1085	0.00011
Sedimentisphaeraceae	2483367	F	370	133	503	0.00005
Anaerohalosphaeraceae	2690158	F	150	0	150	0.00002
Candidatus Uabimicrobiaceae	2897348	F	394	0	394	0.00004
Candidatus Brocadiaceae	1127830	F	133	0	133	0.00001
Parachlamydiaceae	92713	F	474	8	482	0.00005
Waddliaceae	92714	F	229	7	236	0.00002
Simkaniaceae	92712	F	163	1	164	0.00002
Candidatus Rhabdochlamydiaceae	689704	F	126	2	128	0.00001
Chlamydiaceae	809	F	525	26	551	0.00006
Kiritimatiellaceae	1921783	F	251	518	769	0.00008
Tichowtungiaceae	2907186	F	250	0	250	0.00003
Lentisphaeraceae	566277	F	143	45	188	0.00002
Nitrobacteraceae	41294	F	304065	10610	314675	0.03164
Rhizobiaceae	82115	F	94573	27856	122429	0.01231
Phyllobacteriaceae	69277	F	81952	13381	95333	0.00959
Methylobacteriaceae	119045	F	42005	2818	44823	0.00451
Hyphomicrobiaceae	45401	F	29802	694	30496	0.00307
Boseaceae	2831100	F	22298	1551	23849	0.00240
Xanthobacteraceae	335928	F	20129	2008	22137	0.00223
Reyranellaceae	2844375	F	16888	547	17435	0.00175
Devosiaceae	2831106	F	14970	870	15840	0.00159
Stappiaceae	2821832	F	12162	14712	26874	0.00270
Methylocystaceae	31993	F	10158	505	10663	0.00107
Aurantimonadaceae	255475	F	9073	1947	11020	0.00111
Brucellaceae	118882	F	5980	5767	11747	0.00118
Beijerinckiaceae	45404	F	3942	157	4099	0.00041
Phreatobacteraceae	2843305	F	3621	310	3931	0.00040
Parvibaculaceae	2813035	F	3263	925	4188	0.00042
Ahrensiaceae	2829814	F	3050	696	3746	0.00038
Amorphaceae	2685818	F	2545	102	2647	0.00027
Pleomorphomonadaceae	2843308	F	2455	853	3308	0.00033
Kaistiaceae	2831111	F	2256	230	2486	0.00025
Blastochloridaceae	2831090	F	2149	236	2385	0.00024
Chelatococcaceae	2036754	F	1998	292	2290	0.00023
Bartonellaceae	772	F	1770	122	1892	0.00019
Alsobacteraceae	2792775	F	1477	177	1654	0.00017
Methylopilaceae	3149309	F	1374	87	1461	0.00015
Salinarimonadaceae	2137278	F	1367	173	1540	0.00015
Terrirubraceae	3142785	F	1203	36	1239	0.00012
Ancalomicrobiaceae	2172021	F	1196	141	1337	0.00013
Aestuariivirgaceae	2650922	F	1095	39	1134	0.00011
Lichenihabitantaceae	2723775	F	635	19	654	0.00007
Rhodoligotrophaceae	3149308	F	618	13	631	0.00006
Cohaesibacteraceae	655351	F	583	18	601	0.00006
Afifellaceae	2829802	F	531	110	641	0.00006
Salaquimonadaceae	3149307	F	224	5	229	0.00002
Coralliovaceae	3228937	F	122	3	125	0.00001
Paracoccaceae	31989	F	39191	6589	45780	0.00460
Roseobacteraceae	2854170	F	30120	6048	36168	0.00364
Sphingomonadaceae	41297	F	33306	4821	38127	0.00383
Erythrobacteraceae	335929	F	10979	825	11804	0.00119
Sphingobiaceae	3423717	F	6035	3394	9429	0.00095
Sphingopyxidaceae	3423718	F	5718	1091	6809	0.00068
Sphingosinicellaceae	2820280	F	2439	397	2836	0.00029
Rhizorhabdaceae	3423714	F	1630	733	2363	0.00024
Sphingorhabdaceae	3423719	F	1572	39	1611	0.00016
Sphingomicrobiaceae	3423713	F	972	32	1004	0.00010
Blastomonadaceae	3423720	F	794	80	874	0.00009
Parasphingopyxidaceae	3423716	F	305	3	308	0.00003
Zymomonadaceae	2844881	F	118	51	169	0.00002
Aquisediminimonadaceae	3423715	F	118	1	119	0.00001
Azospirillaceae	2829815	F	14162	1134	15296	0.00154
Rhodospirillaceae	41295	F	4343	387	4730	0.00048
Dongiaceae	3031144	F	2144	100	2244	0.00023
Thalassobaculaceae	2844864	F	1946	214	2160	0.00022
Rhodovibrionaceae	2844403	F	1643	31	1674	0.00017
Thalassospiraceae	2844866	F	1364	94	1458	0.00015
Stellaceae	2844601	F	1119	31	1150	0.00012
Novispirillaceae	3031145	F	566	33	599	0.00006
Zavarziniaceae	2844877	F	559	11	570	0.00006
Aestuariispiraceae	3466454	F	455	4	459	0.00005
Magnetospirillaceae	3036766	F	337	185	522	0.00005
Terasakiellaceae	2813951	F	155	0	155	0.00002
Magnetovibrionaceae	3031143	F	132	2	134	0.00001
Roseomonadaceae	3385906	F	10427	875	11302	0.00114
Acetobacteraceae	433	F	9123	599	9722	0.00098
Acidocellaceae	3385905	F	1249	32	1281	0.00013
Elioraeaceae	2690195	F	564	9	573	0.00006
Caulobacteraceae	76892	F	19232	1574	20806	0.00209
Rickettsiaceae	775	F	1915	20	1935	0.00019
Anaplasmataceae	942	F	1800	14	1814	0.00018
Candidatus Midichloriaceae	1328881	F	197	52	249	0.00003
Candidatus Deianiraeaceae	2603433	F	36	0	36	0.00000
Geminicoccaceae	2066434	F	3464	1231	4695	0.00047
Maricaulaceae	2800061	F	2397	380	2777	0.00028
Robiginitomaculaceae	2800062	F	311	2	313	0.00003
Candidatus Pelagibacteraceae	1655514	F	1203	48	1251	0.00013
Parvularculaceae	255474	F	1241	57	1298	0.00013
Hyphomonadaceae	69657	F	1189	123	1312	0.00013
Minwuiaceae	2493628	F	850	33	883	0.00009
Kordiimonadaceae	1331809	F	386	5	391	0.00004
Temperatibacteraceae	1549128	F	198	2	200	0.00002
Emcibacteraceae	2066491	F	370	13	383	0.00004
Radicibacteraceae	3462473	F	359	21	380	0.00004
Holosporaceae	44746	F	185	0	185	0.00002
Candidatus Paracaedibacteraceae	1777752	F	109	0	109	0.00001
Candidatus Nucleicultricaceae	3399800	F	61	0	61	0.00001
Candidatus Puniceispirillaceae	3119833	F	116	1	117	0.00001
Candidatus Levibacteraceae	3457285	F	66	0	66	0.00001
Sneathiellaceae	510685	F	177	20	197	0.00002
Enterobacteriaceae	543	F	100220	116815	217035	0.02182
Yersiniaceae	1903411	F	11364	2104	13468	0.00135
Erwiniaceae	1903409	F	10988	692	11680	0.00117
Morganellaceae	1903414	F	6862	2951	9813	0.00099
