name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Verrucomicrobiota	74201	P	1765978	4296	1770274	0.17794
Planctomycetota	203682	P	88780	202	88982	0.00894
Chlamydiota	204428	P	1544	22	1566	0.00016
Kiritimatiellota	134625	P	503	516	1019	0.00010
Lentisphaerota	256845	P	143	0	143	0.00001
Candidatus Omnitrophota	67812	P	45	0	45	0.00000
Pseudomonadota	1224	P	1846324	129683	1976007	0.19862
Bacteroidota	976	P	719143	20512	739655	0.07435
Rhodothermota	1853220	P	2510	15	2525	0.00025
Chlorobiota	1090	P	1744	4	1748	0.00018
Balneolota	1936987	P	413	32	445	0.00004
Ignavibacteriota	1134404	P	389	1	390	0.00004
Gemmatimonadota	142182	P	4368	71	4439	0.00045
Fibrobacterota	65842	P	170	18	188	0.00002
Fidelibacterota	62680	P	77	0	77	0.00001
Candidatus Cloacimonadota	456828	P	43	0	43	0.00000
Myxococcota	2818505	P	65650	1348	66998	0.00673
Thermodesulfobacteriota	200940	P	45388	3227	48615	0.00489
Campylobacterota	29547	P	16194	726	16920	0.00170
Acidobacteriota	57723	P	11318	26	11344	0.00114
Spirochaetota	203691	P	9984	492	10476	0.00105
Bdellovibrionota	3018035	P	4396	16	4412	0.00044
Nitrospirota	40117	P	1909	0	1909	0.00019
Elusimicrobiota	74152	P	994	0	994	0.00010
Aquificota	200783	P	670	4	674	0.00007
Deferribacterota	200930	P	607	6	613	0.00006
Thermomicrobiota	3027942	P	576	0	576	0.00006
Atribacterota	67818	P	256	0	256	0.00003
Chrysiogenota	200938	P	200	66	266	0.00003
Calditrichota	1930617	P	164	0	164	0.00002
Dictyoglomota	68297	P	136	0	136	0.00001
Nitrospinota	1293497	P	136	0	136	0.00001
Thermodesulfobiota	3002442	P	104	0	104	0.00001
Coprothermobacterota	2138240	P	56	10	66	0.00001
Caldisericota	67814	P	51	0	51	0.00001
Thermosulfidibacterota	3123113	P	24	0	24	0.00000
Actinomycetota	201174	P	2650069	46952	2697021	0.27110
Bacillota	1239	P	538072	90551	628623	0.06319
Cyanobacteriota	1117	P	28049	65	28114	0.00283
Mycoplasmatota	544448	P	11959	195	12154	0.00122
Chloroflexota	200795	P	4217	20	4237	0.00043
Armatimonadota	67819	P	544	0	544	0.00005
Vulcanimicrobiota	1154676	P	432	1	433	0.00004
Deinococcota	1297	P	9356	57	9413	0.00095
Thermotogota	200918	P	2198	213	2411	0.00024
Synergistota	508458	P	1913	45	1958	0.00020
Fusobacteriota	32066	P	6916	1796	8712	0.00088
Candidatus Saccharimonadota	95818	P	322	5	327	0.00003
Candidatus Bipolaricaulota	67810	P	101	87	188	0.00002
Candidatus Fervidibacterota	1383058	P	86	0	86	0.00001
Minisyncoccota	1752724	P	47	17	64	0.00001
Candidatus Absconditibacteriota	221235	P	31	237	268	0.00003
Chordata	7711	P	1461018	86379	1547397	0.15554
Ascomycota	4890	P	85109	4103	89212	0.00897
Basidiomycota	5204	P	25669	2005	27674	0.00278
Mucoromycota	1913637	P	8050	954	9004	0.00091
Microsporidia	6029	P	1399	17	1416	0.00014
Apicomplexa	5794	P	36404	306	36710	0.00369
Ciliophora	5878	P	36	0	36	0.00000
Oomycota	4762	P	2355	1230	3585	0.00036
Bacillariophyta	2836	P	1961	103	2064	0.00021
Cercozoa	136419	P	102	0	102	0.00001
Euglenozoa	33682	P	10494	6	10500	0.00106
Heterolobosea	5752	P	643	0	643	0.00006
Parabasalia	5719	P	2774	1	2775	0.00028
Fornicata	207245	P	1126	0	1126	0.00011
Evosea	2605435	P	1891	459	2350	0.00024
Methanobacteriota	28890	P	51606	71	51677	0.00519
Thermoplasmatota	2283796	P	634	0	634	0.00006
Nitrososphaerota	651137	P	3814	1	3815	0.00038
Thermoproteota	28889	P	3168	7	3175	0.00032
Promethearchaeota	3366641	P	235	0	235	0.00002
Candidatus Nanohalarchaeota	1462430	P	39	1	40	0.00000
Nanobdellota	192989	P	28	0	28	0.00000
Microcaldota	1801631	P	20	0	20	0.00000
Uroviricota	2731618	P	3906	104	4010	0.00040
Peploviricota	2731361	P	305	0	305	0.00003
Nucleocytoviricota	2732007	P	1439	0	1439	0.00014
Preplasmiviricota	2732008	P	87	0	87	0.00001
Negarnaviricota	2497569	P	236	0	236	0.00002
Pisuviricota	2732408	P	150	0	150	0.00002
Kitrinoviricota	2732406	P	75	0	75	0.00001
Duplornaviricota	2732405	P	40	0	40	0.00000
Lenarviricota	2732407	P	13	77	90	0.00001
Artverviricota	2732409	P	68	840	908	0.00009
Cossaviricota	2732415	P	58	0	58	0.00001
Cressdnaviricota	2732416	P	42	0	42	0.00000
Commensaviricota	3412625	P	13	0	13	0.00000
Taleaviricota	2840024	P	29	7	36	0.00000
