name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Akkermansia	239934	G	1745705	5962	1751667	0.14242
Luteolibacter	518753	G	4969	357	5326	0.00043
Verrucomicrobium	2735	G	1145	69	1214	0.00010
Roseimicrobium	1348508	G	935	7	942	0.00008
Haloferula	574899	G	827	101	928	0.00008
Roseibacillus	518755	G	685	79	764	0.00006
Oceaniferula	2886881	G	618	31	649	0.00005
Sulfuriroseicoccus	2911469	G	323	61	384	0.00003
Fontisphaera	3050007	G	325	0	325	0.00003
Horticoccus	2986286	G	992	69	1061	0.00009
Opitutus	178440	G	829	53	882	0.00007
Oleiharenicola	2100741	G	690	120	810	0.00007
Termitidicoccus	3126963	G	637	44	681	0.00006
Lacunisphaera	1961799	G	441	45	486	0.00004
Nibricoccus	2576890	G	417	24	441	0.00004
Actomonas	3138693	G	410	13	423	0.00003
Ereboglobus	2028344	G	406	37	443	0.00004
Lotipaludicoccus	3685778	G	405	83	488	0.00004
Synoicihabitans	2892920	G	258	13	271	0.00002
Congregicoccus	3458163	G	457	9	466	0.00004
Coraliomargarita	442430	G	847	11	858	0.00007
Rubellicoccus	3138622	G	296	8	304	0.00002
Ruficoccus	2175957	G	210	14	224	0.00002
Candidatus Pelagisphaera	3049269	G	77	1	78	0.00001
Methylacidimicrobium	1541670	G	217	16	233	0.00002
Methylacidiphilum (ex Ratnadevi et al. 2023)	511745	G	190	3	193	0.00002
Candidatus Xiphinematobacter	134550	G	45	0	45	0.00000
Lacipirellula	2691417	G	7715	477	8192	0.00067
Aeoliella	2795781	G	1844	154	1998	0.00016
Pirellulimonas	2795783	G	1713	86	1799	0.00015
Botrimarina	2795782	G	1611	158	1769	0.00014
Bythopirellula	1400386	G	995	32	1027	0.00008
Adhaeretor	2862451	G	560	58	618	0.00005
Stieleria	2795973	G	2636	187	2823	0.00023
Anatilimnocola	2807414	G	2281	129	2410	0.00020
Bremerella	2714594	G	1187	20	1207	0.00010
Lignipirellula	2795775	G	1119	154	1273	0.00010
Rosistilla	2795779	G	1065	45	1110	0.00009
Roseimaritima	1579506	G	634	17	651	0.00005
Blastopirellula	265487	G	615	4	619	0.00005
Rhodopirellula	265488	G	491	39	530	0.00004
Rubripirellula	1579505	G	384	76	460	0.00004
Novipirellula	2795426	G	293	13	306	0.00002
