name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Akkermansia glycaniphila	1679444	S	1676194	2416	1678610	0.16897
Akkermansia sp. N21116	3040764	S	28012	221	28233	0.00284
Akkermansia sp. RCC_12PD	3115152	S	772	1855	2627	0.00026
Akkermansia sp. BCRC 18949	3037987	S	286	1134	1420	0.00014
Akkermansia sp. AE01SA01	3115151	S	272	747	1019	0.00010
Akkermansia sp. EB-AMDK43	3073964	S	76	7797	7873	0.00079
Akkermansia sp. JRP_AM1	3414159	S	30	672	702	0.00007
Akkermansia muciniphila	239935	S	16098	2784	18882	0.00190
Akkermansia biwaensis	2946555	S	6467	2797	9264	0.00093
Akkermansia massiliensis	2927224	S	661	2378	3039	0.00031
Luteolibacter sp. Populi	3230487	S	959	112	1071	0.00011
Luteolibacter sp. SL250	2995170	S	955	65	1020	0.00010
Luteolibacter sp. LG18	2819286	S	833	304	1137	0.00011
Luteolibacter sp. AS25	3135776	S	460	49	509	0.00005
Luteolibacter luteus	2728835	S	900	83	983	0.00010
Luteolibacter ambystomatis	2824561	S	557	157	714	0.00007
Haloferula helveola	490095	S	1278	139	1417	0.00014
Verrucomicrobium spinosum	2736	S	703	21	724	0.00007
Verrucomicrobium sp. GAS474	1882831	S	511	46	557	0.00006
Roseimicrobium sp. ORNL1	2711231	S	935	6	941	0.00009
Roseibacillus persicicus	454148	S	714	73	787	0.00008
Oceaniferula spumae	2979115	S	629	29	658	0.00007
Sulfuriroseicoccus oceanibius	2707525	S	335	56	391	0.00004
Fontisphaera persica	2974023	S	329	0	329	0.00003
Nibricoccus aquaticus	2576891	S	432	21	453	0.00005
Nibricoccus sp. IMCC34717	3034021	S	408	83	491	0.00005
Opitutus terrae	107709	S	422	18	440	0.00004
Opitutus sp. GAS368	1882749	S	419	37	456	0.00005
Oleiharenicola sp. Vm1	3398393	S	702	125	827	0.00008
Termitidicoccus mucosus	1184151	S	661	38	699	0.00007
Horticoccus luteus	2862869	S	496	47	543	0.00005
Lacunisphaera limnophila	1838286	S	431	46	477	0.00005
Ereboglobus luteus	1796921	S	409	38	447	0.00004
Actomonas aquatica	2866162	S	398	13	411	0.00004
Synoicihabitans lomoniglobus	2909285	S	277	14	291	0.00003
Congregicoccus parvus	3081749	S	468	10	478	0.00005
Rubellicoccus peritrichatus	3080537	S	297	8	305	0.00003
Ruficoccus sp. ZRK36	2866311	S	233	16	249	0.00003
Coraliomargarita akajimensis	395922	S	242	1	243	0.00002
Coraliomargarita algicola	3092156	S	193	0	193	0.00002
Candidatus Pelagisphaera phototrophica	2684113	S	89	1	90	0.00001
Methylacidimicrobium sp. AP8	2730359	S	134	14	148	0.00001
Methylacidimicrobium sp. B4	2796139	S	90	8	98	0.00001
Candidatus Methylacidiphilum infernorum	511746	S	53	4	57	0.00001
Methylacidiphilum caldifontis	2795386	S	45	3	48	0.00000
Methylacidiphilum kamchatkense	431057	S	33	11	44	0.00000
Candidatus Methylacidiphilum fumarolicum	591154	S	29	8	37	0.00000
Candidatus Xiphinematobacter sp. Idaho Grape	1704307	S	46	0	46	0.00000
Lacipirellula parvula	2650471	S	3718	295	4013	0.00040
Lacipirellula limnantheis	2528024	S	3711	523	4234	0.00043
Aeoliella sp. SH292	3454464	S	1038	84	1122	0.00011
Aeoliella mucimassa	2527972	S	789	95	884	0.00009
Pirellulimonas nuda	2528009	S	1725	87	1812	0.00018
Botrimarina mediterranea	2528022	S	1634	161	1795	0.00018
Bythopirellula goksoeyrii	1400387	S	1007	33	1040	0.00010
Adhaeretor mobilis	1930276	S	557	59	616	0.00006
Stieleria maiorica	2795974	S	537	120	657	0.00007
Stieleria neptunia	2527979	S	396	85	481	0.00005
Stieleria magnilauensis	2527963	S	395	102	497	0.00005
Stieleria varia	2528005	S	391	31	422	0.00004
Stieleria marina	1930275	S	259	15	274	0.00003
Stieleria bergensis	2528025	S	186	36	222	0.00002
Anatilimnocola aggregata	2528021	S	1197	194	1391	0.00014
Anatilimnocola sp. NA78	3415683	S	984	53	1037	0.00010
Bremerella sp. P1	3026424	S	369	35	404	0.00004
Bremerella sp. TYQ1	3119568	S	326	22	348	0.00004
Bremerella volcania	2527984	S	430	56	486	0.00005
Lignipirellula cremea	2528010	S	1150	160	1310	0.00013
Rosistilla oblonga	2527990	S	358	148	506	0.00005
Rosistilla carotiformis	2528017	S	238	86	324	0.00003
Rosistilla ulvae	1930277	S	198	118	316	0.00003
Roseimaritima ulvae	980254	S	477	13	490	0.00005
Roseimaritima multifibrata	1930274	S	178	10	188	0.00002
