name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Akkermansia	239934	G	1745344	6104	1751448	0.17613
Luteolibacter	518753	G	5106	331	5437	0.00055
Haloferula	574899	G	1278	139	1417	0.00014
Verrucomicrobium	2735	G	1214	67	1281	0.00013
Roseimicrobium	1348508	G	935	6	941	0.00009
Roseibacillus	518755	G	714	73	787	0.00008
Oceaniferula	2886881	G	629	28	657	0.00007
Sulfuriroseicoccus	2911469	G	335	56	391	0.00004
Fontisphaera	3050007	G	329	0	329	0.00003
Nibricoccus	2576890	G	843	101	944	0.00009
Opitutus	178440	G	842	54	896	0.00009
Oleiharenicola	2100741	G	702	125	827	0.00008
Termitidicoccus	3126963	G	661	38	699	0.00007
Horticoccus	2986286	G	496	47	543	0.00005
Lacunisphaera	1961799	G	431	46	477	0.00005
Ereboglobus	2028344	G	409	38	447	0.00004
Actomonas	3138693	G	398	13	411	0.00004
Synoicihabitans	2892920	G	277	14	291	0.00003
Congregicoccus	3458163	G	468	10	478	0.00005
Rubellicoccus	3138622	G	297	8	305	0.00003
Ruficoccus	2175957	G	233	16	249	0.00003
Coraliomargarita	442430	G	437	0	437	0.00004
Candidatus Pelagisphaera	3049269	G	89	1	90	0.00001
Methylacidimicrobium	1541670	G	229	17	246	0.00002
Methylacidiphilum (ex Ratnadevi et al. 2023)	511745	G	184	3	187	0.00002
Candidatus Xiphinematobacter	134550	G	46	0	46	0.00000
Lacipirellula	2691417	G	7765	483	8248	0.00083
Aeoliella	2795781	G	1851	155	2006	0.00020
Pirellulimonas	2795783	G	1725	87	1812	0.00018
Botrimarina	2795782	G	1634	161	1795	0.00018
Bythopirellula	1400386	G	1007	33	1040	0.00010
Adhaeretor	2862451	G	557	59	616	0.00006
Stieleria	2795973	G	2380	177	2557	0.00026
Anatilimnocola	2807414	G	2298	131	2429	0.00024
Bremerella	2714594	G	1216	23	1239	0.00012
Lignipirellula	2795775	G	1150	160	1310	0.00013
Rosistilla	2795779	G	1101	46	1147	0.00012
Roseimaritima	1579506	G	661	18	679	0.00007
Blastopirellula	265487	G	629	4	633	0.00006
Rhodopirellula	265488	G	501	40	541	0.00005
Rubripirellula	1579505	G	393	77	470	0.00005
Novipirellula	2795426	G	297	12	309	0.00003
Roseiconus	2814446	G	274	1078	1352	0.00014
Mariniblastus	2005380	G	247	1	248	0.00002
Aureliella	2795605	G	232	11	243	0.00002
Pirellula	123	G	206	1	207	0.00002
Thermogutta	1676125	G	204	4	208	0.00002
Gemmata	113	G	6859	481	7340	0.00074
Urbifossiella	2807415	G	5899	151	6050	0.00061
Frigoriglobus	2774146	G	3542	399	3941	0.00040
Limnoglobus	2731450	G	3448	202	3650	0.00037
Tuwongella	2051044	G	461	17	478	0.00005
Telmatocola	1382832	G	390	4	394	0.00004
Tundrisphaera	2029859	G	4679	442	5121	0.00051
Singulisphaera	466152	G	4123	411	4534	0.00046
Aquisphaera	1511635	G	2289	195	2484	0.00025
Tautonia	2680020	G	2267	33	2300	0.00023
Paludisphaera	1763521	G	1594	221	1815	0.00018
Isosphaera	127	G	595	23	618	0.00006
Planctomyces	118	G	2796	310	3106	0.00031
Gimesia	1649453	G	2358	103	2461	0.00025
Caulifigura	2795778	G	1203	11	1214	0.00012
Planctellipticum	3132181	G	1145	50	1195	0.00012
Planctomicrobium	1779141	G	1010	38	1048	0.00011
Maioricimonas	2795777	G	950	107	1057	0.00011
Alienimonas	2714737	G	672	35	707	0.00007
Symmachiella	2795780	G	642	27	669	0.00007
Crateriforma	2714592	G	434	1129	1563	0.00016
Schlesneria	656899	G	399	7	406	0.00004
Fuerstiella	1936111	G	366	1	367	0.00004
Planctopirus	1649480	G	361	10	371	0.00004
Stratiformator	3076095	G	337	22	359	0.00004
Rubinisphaera	1649490	G	280	82	362	0.00004
Calycomorphotria	2795776	G	216	11	227	0.00002
Thalassoglobus	2795865	G	144	5	149	0.00001
Polystyrenella	2795774	G	116	7	123	0.00001
Engelhardtia	3405233	G	555	54	609	0.00006
Rohdeia	3405237	G	499	6	505	0.00005
Saltatorellus	3405235	G	415	92	507	0.00005
Kolteria	3405236	G	675	0	675	0.00007
Humisphaera	2807511	G	774	0	774	0.00008
Fontivita	2989683	G	417	0	417	0.00004
Phycisphaera	666508	G	563	15	578	0.00006
Poriferisphaera	2803301	G	274	0	274	0.00003
Mucisphaera	2913022	G	232	0	232	0.00002
Sedimentisphaera	2483368	G	277	133	410	0.00004
Limihaloglobus	2690160	G	93	0	93	0.00001
Anaerohalosphaera	2690159	G	150	0	150	0.00002
Candidatus Uabimicrobium	2897349	G	394	0	394	0.00004
Candidatus Kuenenia	380738	G	133	0	133	0.00001
Candidatus Protochlamydia	282132	G	297	12	309	0.00003
Neochlamydia	112987	G	103	1	104	0.00001
Parachlamydia	83551	G	64	3	67	0.00001
Waddlia	71666	G	229	7	236	0.00002
Simkania	34093	G	88	2	90	0.00001
Candidatus Neptunichlamydia	1891669	G	72	2	74	0.00001
Candidatus Rhabdochlamydia	292833	G	89	39	128	0.00001
Chlamydia	810	G	463	29	492	0.00005
Chlamydiifrater	2822114	G	58	0	58	0.00001
Kiritimatiella	1921784	G	251	518	769	0.00008
Tichowtungia	2907187	G	250	0	250	0.00003
Lentisphaera	256846	G	143	0	143	0.00001
Candidatus Velamenicoccus	2789201	G	45	0	45	0.00000
Bradyrhizobium	374	G	254309	13631	267940	0.02695
Rugositalea	3466653	G	11906	427	12333	0.00124
Rhodopseudomonas	1073	G	11020	1816	12836	0.00129
Nitrobacter	911	G	7540	312	7852	0.00079
Tardiphaga	1395974	G	6040	461	6501	0.00065
Afipia	1033	G	2946	2313	5259	0.00053
Variibacter	1649510	G	1881	60	1941	0.00020
Rhodoplanes	29407	G	10	0	10	0.00000
Rhizobium	379	G	35195	7182	42377	0.00426
Agrobacterium	357	G	8872	16966	25838	0.00260
Neorhizobium	1525371	G	4912	1224	6136	0.00062
Pararhizobium	1612611	G	2582	584	3166	0.00032
Pseudorhizobium	1903858	G	433	218	651	0.00007
Allorhizobium	78526	G	416	148	564	0.00006
Sinorhizobium	28105	G	11773	2034	13807	0.00139
Ensifer	106591	G	9899	1649	11548	0.00116
Shinella	323620	G	6833	5809	12642	0.00127
Hoeflea	274591	G	2454	363	2817	0.00028
Georhizobium	2661800	G	611	76	687	0.00007
Peteryoungia	2853332	G	522	72	594	0.00006
Ciceribacter	1648508	G	507	162	669	0.00007
Terrirhizobium	3464117	G	481	71	552	0.00006
Liberibacter	34019	G	227	40	267	0.00003
Lentilitoribacter	1649463	G	104	2	106	0.00001
Mesorhizobium	68287	G	60560	6971	67531	0.00679
Aminobacter	31988	G	9099	6868	15967	0.00161
Nitratireductor	245876	G	3354	1078	4432	0.00045
Phyllobacterium	28100	G	2517	199	2716	0.00027
Aquibium	2911176	G	2176	339	2515	0.00025
Chelativorans	449972	G	822	233	1055	0.00011
Terribium	3143704	G	817	297	1114	0.00011
Methylobacterium	407	G	22948	2283	25231	0.00254
Microvirga	186650	G	13766	736	14502	0.00146
Methylorubrum	2282523	G	3639	1451	5090	0.00051
Hyphomicrobium	81	G	18666	735	19401	0.00195
Methyloceanibacter	1484898	G	5436	141	5577	0.00056
Methyloligella	1485594	G	3419	149	3568	0.00036
Rhodomicrobium	1068	G	1375	64	1439	0.00014
