name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Comamonas testosteroni	285	S	15661252	2305186	17966438	0.32012
Comamonas thiooxydans	363952	S	4290142	565488	4855630	0.08652
Comamonas sp. B21-038	2918299	S	267093	38048	305141	0.00544
Comamonas sp. 23	3415008	S	167440	259270	426710	0.00760
Comamonas sp. Y33R10-2	2853257	S	113521	467	113988	0.00203
Comamonas sp. C11	2966554	S	64287	86071	150358	0.00268
Comamonas sp. GB3 AK4-5	3231487	S	49067	147	49214	0.00088
Comamonas sp. NLF-1-9	2853163	S	3285	44	3329	0.00006
Comamonas sp. 7D-2	1232667	S	480	29354	29834	0.00053
Comamonas sp. 7D-2evo2	2927788	S	273	219213	219486	0.00391
Comamonas sp. 7D-2evo1	2927787	S	150	185789	185939	0.00331
Comamonas piscis	1562974	S	861449	3834	865283	0.01542
Comamonas resistens	3046670	S	432914	11632	444546	0.00792
Comamonas sediminis	1783360	S	246335	35357	281692	0.00502
Comamonas squillarum	2977320	S	235045	246142	481187	0.00857
Comamonas koreensis	160825	S	172101	214714	386815	0.00689
Comamonas fluminis	2796366	S	128801	1365	130166	0.00232
Comamonas aquatica	225991	S	103825	2131	105956	0.00189
Comamonas odontotermitis	379895	S	91907	327	92234	0.00164
Comamonas kerstersii	225992	S	53345	398	53743	0.00096
Comamonas terrigena	32013	S	47738	183	47921	0.00085
Comamonas antarctica	2743470	S	18968	207	19175	0.00034
Comamonas endophytica	2949090	S	11794	57	11851	0.00021
Comamonas serinivorans	1082851	S	9374	24	9398	0.00017
Comamonas flocculans	2597701	S	3877	72	3949	0.00007
Delftia acidovorans	80866	S	698828	549251	1248079	0.02224
Delftia sp. Cs1-4	742013	S	63182	39924	103106	0.00184
Delftia sp. HK171	1920191	S	49817	35820	85637	0.00153
Delftia sp. DS1230	3153805	S	14453	21317	35770	0.00064
Delftia sp. PS-11	2767222	S	13341	60	13401	0.00024
Delftia sp. UGAL515B_04	2986766	S	754	13217	13971	0.00025
Delftia sp. WY8	2708352	S	456	11063	11519	0.00021
Delftia sp. 11MD	3435885	S	33	1290	1323	0.00002
Delftia tsuruhatensis	180282	S	60703	60104	120807	0.00215
Delftia lacustris	558537	S	38983	77760	116743	0.00208
Variovorax sp. PAMC26660	2762322	S	2310	56	2366	0.00004
Variovorax sp. V213	3065955	S	1597	83	1680	0.00003
Variovorax sp. SRS16	282217	S	1528	1380	2908	0.00005
Variovorax sp. PAMC28562	2762323	S	1510	2	1512	0.00003
Variovorax sp. V118	3065954	S	1361	1070	2431	0.00004
Variovorax sp.	1871043	S	928	140	1068	0.00002
Variovorax sp. DAIF25	3080983	S	904	348	1252	0.00002
Variovorax sp. 160MFSha2.1	3158367	S	796	1852	2648	0.00005
Variovorax sp. W6	3093895	S	767	125	892	0.00002
Variovorax sp. Varisp41	3243033	S	668	226	894	0.00002
Variovorax sp. PBS-H4	434008	S	557	18	575	0.00001
Variovorax sp. HW608	1034889	S	546	4	550	0.00001
Variovorax sp. KK3	1855728	S	546	3	549	0.00001
Variovorax sp. UC74_104	3374555	S	431	58	489	0.00001
Variovorax sp. PAMC 28711	1795631	S	418	1	419	0.00001
Variovorax sp. WDL1	207745	S	405	105	510	0.00001
Variovorax sp. SCN45	3394349	S	315	4594	4909	0.00009
Variovorax sp. RA8	662548	S	311	20	331	0.00001
Variovorax sp. R-27	3404058	S	294	229	523	0.00001
Variovorax sp. UC122_21	3374554	S	291	206	497	0.00001
Variovorax sp. RKNM96	2681552	S	286	12	298	0.00001
Variovorax sp. 38R	2774875	S	286	59	345	0.00001
Variovorax sp. EBFNA2	3342097	S	270	77	347	0.00001
Variovorax sp. PBL-H6	434009	S	248	140	388	0.00001
Variovorax sp. V15	3065952	S	156	391	547	0.00001
Variovorax sp. PBL-E5	434014	S	155	167	322	0.00001
Variovorax sp. V116	3065953	S	119	211	330	0.00001
Variovorax sp. YR566	3450237	S	93	58	151	0.00000
Variovorax sp. 350MFTsu5.1	3158365	S	55	137	192	0.00000
Variovorax sp. WS11	1105204	S	43	0	43	0.00000
Variovorax sp. 375MFSha3.1	3158364	S	29	701	730	0.00001
Variovorax sp. 278MFTsu5.1	3158366	S	13	341	354	0.00001
Variovorax sp. PDNC026	2811425	S	10	264	274	0.00000
Variovorax paradoxus	34073	S	8787	2542	11329	0.00020
Variovorax ureilyticus	1836198	S	539	5	544	0.00001
Variovorax atrisoli	3394203	S	399	29	428	0.00001
Variovorax boronicumulans	436515	S	366	130	496	0.00001
Acidovorax sp.	1872122	S	4499	83	4582	0.00008
Acidovorax sp. A79	3056107	S	3020	154	3174	0.00006
Acidovorax sp. DW039	3095606	S	2520	50	2570	0.00005
Acidovorax sp. SDU_ACID1	3136632	S	2444	32	2476	0.00004
Acidovorax sp. 1608163	2478662	S	1462	51	1513	0.00003
Acidovorax sp. HDW3	2714923	S	1363	13	1376	0.00002
Acidovorax sp. KKS102	358220	S	1091	582	1673	0.00003
Acidovorax sp. T1	1858609	S	1061	337	1398	0.00002
Acidovorax sp. JMULE5	2518343	S	947	755	1702	0.00003
Acidovorax sp. M2(2025)	3411355	S	937	33	970	0.00002
Acidovorax sp. NCPPB 3576	2940488	S	912	152	1064	0.00002
Acidovorax sp. RAC01	1842533	S	893	89	982	0.00002
Acidovorax sp. FHTAMBA	3140252	S	831	151	982	0.00002
Acidovorax sp. M14	3411354	S	761	379	1140	0.00002
Acidovorax sp. BLS4	3273430	S	545	347	892	0.00002
Acidovorax sp. GBBC 1281	2940492	S	280	142	422	0.00001
