name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Citrobacter braakii	57706	S	1745391	7142738	8888129	0.19430
Citrobacter freundii	546	S	187171	587749	774920	0.01694
Citrobacter portucalensis	1639133	S	137349	193769	331118	0.00724
Citrobacter werkmanii	67827	S	27583	23557	51140	0.00112
Citrobacter cronae	1748967	S	14590	71326	85916	0.00188
Citrobacter youngae	133448	S	14080	36818	50898	0.00111
Citrobacter gillenii	67828	S	7696	4920	12616	0.00028
Citrobacter freundii complex sp. CFNIH9	2077149	S	1401	4538	5939	0.00013
Citrobacter freundii complex sp. CFNIH2	2066049	S	1277	617	1894	0.00004
Citrobacter sp. MGH105	1686380	S	1262	8217	9479	0.00021
Citrobacter freundii complex sp. CFNIH3	2077147	S	278	10521	10799	0.00024
Citrobacter sp. BIDMC108	1686385	S	86	1545	1631	0.00004
Citrobacter freundii complex sp. CFNIH4	2077148	S	79	2393	2472	0.00005
Citrobacter sp. MGH103	1686378	S	63	4712	4775	0.00010
Citrobacter sp. ABFQG	2529121	S	41	8116	8157	0.00018
Citrobacter sedlakii	67826	S	781	423	1204	0.00003
Citrobacter sp. RHBSTW-00986	2742675	S	96533	479321	575854	0.01259
Citrobacter sp. RHB35-C21	2742626	S	64392	283373	347765	0.00760
Citrobacter sp. RHBSTW-00524	2742653	S	60922	287900	348822	0.00763
Citrobacter sp. RHBSTW-00887	2742668	S	60246	234576	294822	0.00645
Citrobacter sp. RHB36-C18	2742627	S	52269	334180	386449	0.00845
Citrobacter sp. S39	2660638	S	45965	789778	835743	0.01827
Citrobacter sp. TSA-1	184912	S	20548	108668	129216	0.00282
Citrobacter sp. RHBSTW-00570	2742655	S	15003	163287	178290	0.00390
Citrobacter sp. RHB25-C09	2742624	S	9569	125	9694	0.00021
Citrobacter sp. RHBSTW-00881	2742667	S	5380	81724	87104	0.00190
Citrobacter sp. R56	1573676	S	4157	222	4379	0.00010
Citrobacter sp. C1	2769343	S	3111	1803	4914	0.00011
Citrobacter sp. CRE-46	1703250	S	2677	7182	9859	0.00022
Citrobacter sp. RHBSTW-00944	2742671	S	1816	50689	52505	0.00115
Citrobacter sp. RHBSTW-00903	2742670	S	1491	77574	79065	0.00173
Citrobacter sp. RHBSTW-00678	2742661	S	1451	51366	52817	0.00115
Citrobacter sp. B72	2807631	S	1405	5633	7038	0.00015
Citrobacter sp. Colony219	2861802	S	1403	5156	6559	0.00014
Citrobacter sp. BDA59-3	2781952	S	1403	92	1495	0.00003
Citrobacter sp. FDAARGOS_156	1702170	S	1213	3981	5194	0.00011
Citrobacter sp. RHBSTW-01013	2742677	S	1113	21821	22934	0.00050
Citrobacter sp. RHBSTW-01044	2742678	S	1016	33847	34863	0.00076
Citrobacter sp. LUTT5	2697370	S	852	7111	7963	0.00017
Citrobacter sp. 21OH12SH02A-Citro	3015952	S	800	12347	13147	0.00029
Citrobacter sp. CFNIH10	1920110	S	745	3264	4009	0.00009
