name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterobacteriaceae	543	F	52247512	1102764	53350276	0.57380
Yersiniaceae	1903411	F	4623126	3469	4626595	0.04976
Morganellaceae	1903414	F	1873294	27361	1900655	0.02044
Hafniaceae	1903412	F	917399	2053	919452	0.00989
Erwiniaceae	1903409	F	109965	123	110088	0.00118
Budviciaceae	1903416	F	91150	28	91178	0.00098
Pectobacteriaceae	1903410	F	63878	31	63909	0.00069
Bruguierivoracaceae	2812006	F	5675	0	5675	0.00006
Gallaecimonadaceae	3120698	F	1428	1	1429	0.00002
Pseudomonadaceae	135621	F	2768040	5566	2773606	0.02983
Marinobacteraceae	2887365	F	9751	38	9789	0.00011
Candidatus Njordibacteraceae	3457296	F	316	0	316	0.00000
Ketobacteraceae	3085096	F	110	0	110	0.00000
Pseudohongiellaceae	3085095	F	95	0	95	0.00000
Lysobacteraceae	32033	F	2334030	12753	2346783	0.02524
Rhodanobacteraceae	1775411	F	19701	8	19709	0.00021
Marinicellaceae	3120710	F	763	0	763	0.00001
Moraxellaceae	468	F	1761105	22607	1783712	0.01918
Halomonadaceae	28256	F	28492	553	29045	0.00031
Oceanospirillaceae	135620	F	14017	500	14517	0.00016
Alcanivoracaceae	224372	F	5832	233	6065	0.00007
Saccharospirillaceae	255527	F	2798	57	2855	0.00003
Hahellaceae	224379	F	2739	88	2827	0.00003
Endozoicomonadaceae	2066474	F	2650	75	2725	0.00003
Litorivicinaceae	449732	F	727	1	728	0.00001
Balneatrichaceae	2301193	F	530	3	533	0.00001
Zooshikellaceae	2898533	F	186	9	195	0.00000
Pleioneaceae	2823145	F	136	0	136	0.00000
Oleiphilaceae	191033	F	48	30	78	0.00000
Shewanellaceae	267890	F	22781	210	22991	0.00025
Alteromonadaceae	72275	F	9336	127	9463	0.00010
Pseudoalteromonadaceae	267888	F	7689	164	7853	0.00008
Ferrimonadaceae	267892	F	3458	66	3524	0.00004
Idiomarinaceae	267893	F	2089	28	2117	0.00002
Colwelliaceae	267889	F	1859	46	1905	0.00002
Moritellaceae	267891	F	900	48	948	0.00001
Psychromonadaceae	267894	F	861	374	1235	0.00001
Aegicerorhabdaceae	3614797	F	24	0	24	0.00000
Vibrionaceae	641	F	49513	45	49558	0.00053
Aeromonadaceae	84642	F	26607	105	26712	0.00029
Succinivibrionaceae	83763	F	123	0	123	0.00000
Chromatiaceae	1046	F	6479	6	6485	0.00007
Halothiobacillaceae	255526	F	5392	26	5418	0.00006
Ectothiorhodospiraceae	72276	F	5374	4	5378	0.00006
Granulosicoccaceae	449719	F	1787	2	1789	0.00002
Sedimenticolaceae	3067276	F	818	2	820	0.00001
Wenzhouxiangellaceae	1676141	F	256	0	256	0.00000
Thioalkalibacteraceae	2035710	F	241	1	242	0.00000
Microbulbiferaceae	1706373	F	10104	21	10125	0.00011
Cellvibrionaceae	1706371	F	7033	5	7038	0.00008
Spongiibacteraceae	1706375	F	1592	13	1605	0.00002
Halieaceae	1706372	F	1564	5	1569	0.00002
Porticoccaceae	1706374	F	15	0	15	0.00000
Pasteurellaceae	712	F	10125	24	10149	0.00011
Methylococcaceae	403	F	6353	0	6353	0.00007
Methylothermaceae	1486721	F	28	0	28	0.00000
Piscirickettsiaceae	135616	F	4080	0	4080	0.00004
Thiotrichaceae	135617	F	939	0	939	0.00001
Francisellaceae	34064	F	775	2	777	0.00001
Nevskiaceae	568386	F	3610	4	3614	0.00004
Algiphilaceae	1266054	F	89	0	89	0.00000
Orbaceae	1240483	F	2694	1325	4019	0.00004
Candidatus Pseudothioglobaceae	3399801	F	432	217	649	0.00001
Celerinatantimonadaceae	412032	F	87	59	146	0.00000
Legionellaceae	444	F	1581	1	1582	0.00002
Coxiellaceae	118968	F	559	0	559	0.00001
Kangiellaceae	1920240	F	1236	0	1236	0.00001
Immundisolibacteraceae	1934946	F	1092	1	1093	0.00001
Candidatus Foliamicaceae	3023562	F	1069	0	1069	0.00001
Cardiobacteriaceae	868	F	573	0	573	0.00001
Ignatzschineriaceae	3018589	F	219	0	219	0.00000
Salinisphaeraceae	742031	F	412	0	412	0.00000
Thiohalobacteraceae	3085110	F	401	0	401	0.00000
Acidiferrobacteraceae	1692041	F	370	0	370	0.00000
Candidatus Poriferihabitaceae	3033994	F	266	0	266	0.00000
Steroidobacteraceae	2689614	F	209	0	209	0.00000
Thiohalomonadaceae	3084969	F	71	55	126	0.00000
Woeseiaceae	1738654	F	16	0	16	0.00000
