name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Blautia	572511	G	2333558	603352	2936910	0.07240
Enterocloster	2719313	G	918270	101664	1019934	0.02514
Hungatella	1649459	G	712614	81060	793674	0.01957
Lacrimispora	2719231	G	542009	6931	548940	0.01353
Lachnoclostridium	1506553	G	488876	59008	547884	0.01351
Mediterraneibacter	2316020	G	432709	149373	582082	0.01435
Roseburia	841	G	387361	177722	565083	0.01393
Sellimonas	1769710	G	251929	46837	298766	0.00737
Otoolea	2941495	G	190880	26199	217079	0.00535
Eisenbergiella	1432051	G	189362	28586	217948	0.00537
Dorea	189330	G	173346	66637	239983	0.00592
Anaerostipes	207244	G	167163	14699	181862	0.00448
Anaerocolumna	1843210	G	137409	340	137749	0.00340
Marvinbryantia	248744	G	128389	6646	135035	0.00333
Coprococcus	33042	G	116904	46668	163572	0.00403
Wansuia	2944198	G	115040	7565	122605	0.00302
Claveliimonas	3076670	G	103906	14589	118495	0.00292
Qiania	2944195	G	91201	7996	99197	0.00245
Kineothrix	2163168	G	89111	781	89892	0.00222
Novisyntrophococcus	2888809	G	65369	2682	68051	0.00168
Faecalimonas	2005355	G	61697	28037	89734	0.00221
Butyrivibrio	830	G	57450	724	58174	0.00143
Hominifimenecus	3073585	G	55428	90	55518	0.00137
Simiaoa	2944193	G	55159	15576	70735	0.00174
Agathobacter	1766253	G	46817	89149	135966	0.00335
Anaerobutyricum	2569097	G	38916	7750	46666	0.00115
Chordicoccus	3031933	G	35854	1765	37619	0.00093
Stomatobaculum	1213720	G	22984	203	23187	0.00057
Lachnoanaerobaculum	1164882	G	22119	1101	23220	0.00057
Wujia	2944152	G	16181	4308	20489	0.00051
Eshraghiella	3342669	G	14894	3260	18154	0.00045
Lachnospira	28050	G	14555	1564	16119	0.00040
Anaeromicropila	3024823	G	14027	84	14111	0.00035
Pseudobutyrivibrio	46205	G	13455	226	13681	0.00034
Herbinix	1663717	G	11544	1770	13314	0.00033
Anaeropeptidivorans	2997360	G	7422	42	7464	0.00018
Sporofaciens	2811390	G	5200	1	5201	0.00013
Chakrabartyella	3088373	G	3518	73	3591	0.00009
Tyzzerella	1506577	G	3102	137	3239	0.00008
Candidatus Epulonipiscium	2383	G	2047	23	2070	0.00005
Anaerotignum	2039240	G	10008	1204	11212	0.00028
Vallitalea	1348611	G	6834	67	6901	0.00017
Petrocella	2603323	G	2806	94	2900	0.00007
Cellulosilyticum	698776	G	7684	124	7808	0.00019
Defluviitalea	1185408	G	4417	609	5026	0.00012
Flavonifractor	946234	G	205915	20225	226140	0.00557
Ruminococcus	1263	G	196984	45667	242651	0.00598
Faecalibacterium	216851	G	135161	15923	151084	0.00372
Pseudoflavonifractor	1017280	G	78733	8957	87690	0.00216
Oscillibacter	459786	G	57757	49897	107654	0.00265
Lawsonibacter	2172004	G	56067	5578	61645	0.00152
Vescimonas	2892396	G	47327	13489	60816	0.00150
Subdoligranulum	292632	G	40188	5377	45565	0.00112
