name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonadota	1224	P	7863382	973270	8836652	0.28394
Bacteroidota	976	P	7460553	20936	7481489	0.24039
Chlorobiota	1090	P	8667	11	8678	0.00028
Rhodothermota	1853220	P	5600	17	5617	0.00018
Balneolota	1936987	P	2228	220	2448	0.00008
Ignavibacteriota	1134404	P	1636	7	1643	0.00005
Gemmatimonadota	142182	P	5543	71	5614	0.00018
Fibrobacterota	65842	P	746	126	872	0.00003
Fidelibacterota	62680	P	713	8	721	0.00002
Candidatus Cloacimonadota	456828	P	370	0	370	0.00001
Planctomycetota	203682	P	64521	239	64760	0.00208
Verrucomicrobiota	74201	P	64224	162	64386	0.00207
Chlamydiota	204428	P	3420	3	3423	0.00011
Kiritimatiellota	134625	P	1472	445	1917	0.00006
Lentisphaerota	256845	P	565	0	565	0.00002
Candidatus Omnitrophota	67812	P	280	0	280	0.00001
Thermodesulfobacteriota	200940	P	124185	535	124720	0.00401
Myxococcota	2818505	P	65927	57	65984	0.00212
Campylobacterota	29547	P	52675	223	52898	0.00170
Spirochaetota	203691	P	41491	120	41611	0.00134
Acidobacteriota	57723	P	22896	3	22899	0.00074
Bdellovibrionota	3018035	P	9929	4	9933	0.00032
Nitrospirota	40117	P	8494	30	8524	0.00027
Deferribacterota	200930	P	2771	3	2774	0.00009
Aquificota	200783	P	2247	1	2248	0.00007
Elusimicrobiota	74152	P	1714	0	1714	0.00006
Dictyoglomota	68297	P	1485	0	1485	0.00005
Atribacterota	67818	P	1216	0	1216	0.00004
Calditrichota	1930617	P	910	0	910	0.00003
Nitrospinota	1293497	P	869	0	869	0.00003
Thermomicrobiota	3027942	P	717	0	717	0.00002
Chrysiogenota	200938	P	479	10	489	0.00002
Thermosulfidibacterota	3123113	P	316	0	316	0.00001
Thermodesulfobiota	3002442	P	313	0	313	0.00001
Zhurongbacterota	3470743	P	148	0	148	0.00000
Caldisericota	67814	P	106	0	106	0.00000
Coprothermobacterota	2138240	P	61	0	61	0.00000
Bacillota	1239	P	5924431	141702	6066133	0.19492
Actinomycetota	201174	P	5389516	10167	5399683	0.17350
Cyanobacteriota	1117	P	71834	27	71861	0.00231
Mycoplasmatota	544448	P	38988	345	39333	0.00126
Chloroflexota	200795	P	10764	40	10804	0.00035
Armatimonadota	67819	P	1536	0	1536	0.00005
Vulcanimicrobiota	1154676	P	597	0	597	0.00002
Deinococcota	1297	P	19453	74	19527	0.00063
Synergistota	508458	P	10071	20	10091	0.00032
Thermotogota	200918	P	7651	62	7713	0.00025
Fusobacteriota	32066	P	30390	1848	32238	0.00104
Candidatus Saccharimonadota	95818	P	943	2	945	0.00003
Candidatus Bipolaricaulota	67810	P	209	0	209	0.00001
Candidatus Fervidibacterota	1383058	P	152	0	152	0.00000
Minisyncoccota	1752724	P	100	175	275	0.00001
Candidatus Absconditibacteriota	221235	P	39	355	394	0.00001
Streptophyta	35493	P	2162102	32814	2194916	0.07053
Chlorophyta	3041	P	4613	38	4651	0.00015
Chordata	7711	P	173866	32591	206457	0.00663
Ascomycota	4890	P	52053	1254	53307	0.00171
Basidiomycota	5204	P	15226	339	15565	0.00050
Mucoromycota	1913637	P	6033	328	6361	0.00020
Microsporidia	6029	P	814	7	821	0.00003
Apicomplexa	5794	P	15096	313	15409	0.00050
Ciliophora	5878	P	53	0	53	0.00000
Oomycota	4762	P	1109	2	1111	0.00004
Bacillariophyta	2836	P	1062	2	1064	0.00003
Cercozoa	136419	P	27	0	27	0.00000
Euglenozoa	33682	P	5112	6	5118	0.00016
Parabasalia	5719	P	3825	9	3834	0.00012
Fornicata	207245	P	627	0	627	0.00002
Evosea	2605435	P	1429	37	1466	0.00005
Rhodophyta	2763	P	247	117	364	0.00001
Methanobacteriota	28890	P	65660	126	65786	0.00211
Thermoplasmatota	2283796	P	1360	0	1360	0.00004
Thermoproteota	28889	P	4672	19	4691	0.00015
Nitrososphaerota	651137	P	3097	4	3101	0.00010
Promethearchaeota	3366641	P	660	2	662	0.00002
Microcaldota	1801631	P	76	0	76	0.00000
Candidatus Nanohalarchaeota	1462430	P	68	5	73	0.00000
Nanobdellota	192989	P	61	0	61	0.00000
Uroviricota	2731618	P	48460	70	48530	0.00156
Peploviricota	2731361	P	294	0	294	0.00001
Nucleocytoviricota	2732007	P	2355	0	2355	0.00008
Preplasmiviricota	2732008	P	151	0	151	0.00000
Pisuviricota	2732408	P	549	0	549	0.00002
Negarnaviricota	2497569	P	282	5	287	0.00001
Kitrinoviricota	2732406	P	126	0	126	0.00000
Lenarviricota	2732407	P	49	0	49	0.00000
Duplornaviricota	2732405	P	27	126	153	0.00000
Artverviricota	2732409	P	32	1009	1041	0.00003
Cossaviricota	2732415	P	229	0	229	0.00001
Cressdnaviricota	2732416	P	31	0	31	0.00000
Taleaviricota	2840024	P	28	0	28	0.00000
Dividoviricota	2732009	P	12	0	12	0.00000
