name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroidota	976	P	5054349	141986	5196335	0.40845
Chlorobiota	1090	P	5710	23	5733	0.00045
Rhodothermota	1853220	P	2727	18	2745	0.00022
Ignavibacteriota	1134404	P	1524	9	1533	0.00012
Balneolota	1936987	P	1235	116	1351	0.00011
Gemmatimonadota	142182	P	3851	38	3889	0.00031
Fibrobacterota	65842	P	452	67	519	0.00004
Fidelibacterota	62680	P	293	1	294	0.00002
Candidatus Cloacimonadota	456828	P	266	0	266	0.00002
Pseudomonadota	1224	P	1636048	123007	1759055	0.13827
Thermodesulfobacteriota	200940	P	439609	28392	468001	0.03679
Verrucomicrobiota	74201	P	35304	693	35997	0.00283
Planctomycetota	203682	P	34759	275	35034	0.00275
Chlamydiota	204428	P	4348	74	4422	0.00035
Kiritimatiellota	134625	P	935	296	1231	0.00010
Lentisphaerota	256845	P	468	0	468	0.00004
Candidatus Omnitrophota	67812	P	234	0	234	0.00002
Spirochaetota	203691	P	56076	1455	57531	0.00452
Campylobacterota	29547	P	45991	2412	48403	0.00380
Myxococcota	2818505	P	28859	230	29089	0.00229
Acidobacteriota	57723	P	18527	31	18558	0.00146
Bdellovibrionota	3018035	P	7579	22	7601	0.00060
Nitrospirota	40117	P	4157	1	4158	0.00033
Deferribacterota	200930	P	3011	33	3044	0.00024
Aquificota	200783	P	2535	32	2567	0.00020
Elusimicrobiota	74152	P	1471	0	1471	0.00012
Atribacterota	67818	P	1135	1	1136	0.00009
Thermodesulfobiota	3002442	P	866	0	866	0.00007
Calditrichota	1930617	P	794	0	794	0.00006
Chrysiogenota	200938	P	602	179	781	0.00006
Thermomicrobiota	3027942	P	523	0	523	0.00004
Dictyoglomota	68297	P	470	0	470	0.00004
Nitrospinota	1293497	P	356	1	357	0.00003
Thermosulfidibacterota	3123113	P	151	0	151	0.00001
Coprothermobacterota	2138240	P	91	10	101	0.00001
Caldisericota	67814	P	76	0	76	0.00001
Bacillota	1239	P	3317444	352280	3669724	0.28845
Actinomycetota	201174	P	582096	8569	590665	0.04643
Cyanobacteriota	1117	P	58517	108	58625	0.00461
Mycoplasmatota	544448	P	30172	444	30616	0.00241
Chloroflexota	200795	P	9322	195	9517	0.00075
Armatimonadota	67819	P	1168	0	1168	0.00009
Vulcanimicrobiota	1154676	P	136	0	136	0.00001
Deinococcota	1297	P	12370	71	12441	0.00098
Synergistota	508458	P	8946	142	9088	0.00071
Thermotogota	200918	P	7327	410	7737	0.00061
Fusobacteriota	32066	P	27913	1020	28933	0.00227
Candidatus Saccharimonadota	95818	P	943	234	1177	0.00009
Candidatus Fervidibacterota	1383058	P	165	0	165	0.00001
Minisyncoccota	1752724	P	53	45	98	0.00001
Candidatus Bipolaricaulota	67810	P	83	0	83	0.00001
Candidatus Absconditibacteriota	221235	P	46	1444	1490	0.00012
Chordata	7711	P	387459	49903	437362	0.03438
Ascomycota	4890	P	45577	4075	49652	0.00390
Basidiomycota	5204	P	14021	1076	15097	0.00119
Mucoromycota	1913637	P	6143	584	6727	0.00053
Microsporidia	6029	P	1499	24	1523	0.00012
Apicomplexa	5794	P	20574	399	20973	0.00165
Ciliophora	5878	P	29	0	29	0.00000
Oomycota	4762	P	3349	388	3737	0.00029
Bacillariophyta	2836	P	1652	42	1694	0.00013
Cercozoa	136419	P	245	0	245	0.00002
Fornicata	207245	P	3993	1	3994	0.00031
Parabasalia	5719	P	3451	5	3456	0.00027
Euglenozoa	33682	P	4785	7	4792	0.00038
Heterolobosea	5752	P	39	0	39	0.00000
Evosea	2605435	P	2621	653	3274	0.00026
Methanobacteriota	28890	P	34633	289	34922	0.00274
Thermoplasmatota	2283796	P	1130	0	1130	0.00009
Thermoproteota	28889	P	4004	16	4020	0.00032
Nitrososphaerota	651137	P	2461	15	2476	0.00019
Promethearchaeota	3366641	P	658	2	660	0.00005
Microcaldota	1801631	P	69	0	69	0.00001
Candidatus Nanohalarchaeota	1462430	P	63	7	70	0.00001
Nanobdellota	192989	P	42	0	42	0.00000
Uroviricota	2731618	P	4637	137	4774	0.00038
Peploviricota	2731361	P	327	0	327	0.00003
Nucleocytoviricota	2732007	P	1948	0	1948	0.00015
Preplasmiviricota	2732008	P	106	1004	1110	0.00009
Negarnaviricota	2497569	P	250	0	250	0.00002
Pisuviricota	2732408	P	155	0	155	0.00001
Kitrinoviricota	2732406	P	91	0	91	0.00001
Duplornaviricota	2732405	P	85	0	85	0.00001
Lenarviricota	2732407	P	33	94	127	0.00001
Artverviricota	2732409	P	15	466	481	0.00004
Cossaviricota	2732415	P	201	0	201	0.00002
Cressdnaviricota	2732416	P	31	0	31	0.00000
Phixviricota	2732412	P	34	0	34	0.00000
