name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides fragilis	817	S	448068	506460	954528	0.03212
Bacteroides sp. CG01	3096000	S	99852	12946	112798	0.00380
Bacteroides sp. M10	2763022	S	65495	48831	114326	0.00385
Bacteroides sp. D2	556259	S	35390	49439	84829	0.00285
Bacteroides sp. KFT8	2025659	S	33527	36716	70243	0.00236
Bacteroides sp. ZJ-18	2709390	S	6454	34590	41044	0.00138
Bacteroides sp. CACC 737	2755405	S	5925	18581	24506	0.00082
Bacteroides sp. A1C1	2528203	S	5679	22829	28508	0.00096
Bacteroides sp. HF-162	2785531	S	4786	27142	31928	0.00107
Bacteroides sp. DH3716P	2847299	S	2663	17884	20547	0.00069
Bacteroides sp. BFG-257	2972761	S	381	12773	13154	0.00044
Bacteroides sp. KG68	3397824	S	155	62878	63033	0.00212
Bacteroides sp. PHL 2737	2162637	S	129	21572	21701	0.00073
Bacteroides sp. KG123	3369153	S	27	5927	5954	0.00020
Bacteroides thetaiotaomicron	818	S	379209	66340	445549	0.01499
Bacteroides helcogenes	290053	S	295960	2188	298148	0.01003
Bacteroides stercoris	46506	S	281299	58094	339393	0.01142
Bacteroides salyersiae	291644	S	273547	28248	301795	0.01016
Bacteroides eggerthii	28111	S	230885	42441	273326	0.00920
Bacteroides faecium	2715212	S	223394	4034	227428	0.00765
Bacteroides uniformis	820	S	214415	125894	340309	0.01145
Bacteroides caccae	47678	S	190112	14256	204368	0.00688
Bacteroides faecis	674529	S	188060	48672	236732	0.00797
Bacteroides cellulosilyticus	246787	S	183834	71940	255774	0.00861
Bacteroides intestinalis	329854	S	177074	8267	185341	0.00624
Bacteroides pyogenes	310300	S	146196	6293	152489	0.00513
Bacteroides hominis	2763023	S	135554	548087	683641	0.02301
Bacteroides graminisolvens	477666	S	132864	180	133044	0.00448
Bacteroides xylanisolvens	371601	S	130602	111189	241791	0.00814
Bacteroides ovatus	28116	S	124408	181693	306101	0.01030
Bacteroides nordii	291645	S	111665	12243	123908	0.00417
Bacteroides zoogleoformans	28119	S	97262	12886	110148	0.00371
Bacteroides luhongzhouii	2650158	S	81566	9171	90737	0.00305
Bacteroides maternus	3117552	S	80390	10342	90732	0.00305
Prevotella heparinolytica	28113	S	78467	8839	87306	0.00294
Bacteroides caecimuris	1796613	S	73273	17154	90427	0.00304
